Raw,Time,Amplitude
b'756\r\n',2021-09-18 12:06:54.293481,756
b'759\r\n',2021-09-18 12:06:54.295653,759
b'759\r\n',2021-09-18 12:06:54.295653,759
b'60\r\n',2021-09-18 12:06:54.296661,60
b'19\r\n',2021-09-18 12:06:54.296661,19
b'17\r\n',2021-09-18 12:06:54.296661,17
b'17\r\n',2021-09-18 12:06:54.296661,17
b'19\r\n',2021-09-18 12:06:54.296661,19
b'19\r\n',2021-09-18 12:06:54.296661,19
b'19\r\n',2021-09-18 12:06:54.297659,19
b'21\r\n',2021-09-18 12:06:54.297659,21
b'21\r\n',2021-09-18 12:06:54.297659,21
b'692\r\n',2021-09-18 12:06:54.297659,692
b'770\r\n',2021-09-18 12:06:54.299788,770
b'769\r\n',2021-09-18 12:06:54.300839,769
b'766\r\n',2021-09-18 12:06:54.301837,766
b'29\r\n',2021-09-18 12:06:54.301837,29
b'16\r\n',2021-09-18 12:06:54.301837,16
b'15\r\n',2021-09-18 12:06:54.302836,15
b'14\r\n',2021-09-18 12:06:54.303837,14
b'12\r\n',2021-09-18 12:06:54.303837,12
b'12\r\n',2021-09-18 12:06:54.303837,12
b'10\r\n',2021-09-18 12:06:54.303837,10
b'11\r\n',2021-09-18 12:06:54.303837,11
b'10\r\n',2021-09-18 12:06:54.304838,10
b'742\r\n',2021-09-18 12:06:54.304838,742
b'759\r\n',2021-09-18 12:06:54.304838,759
b'759\r\n',2021-09-18 12:06:54.305838,759
b'751\r\n',2021-09-18 12:06:54.305838,751
b'23\r\n',2021-09-18 12:06:54.305838,23
b'18\r\n',2021-09-18 12:06:54.305838,18
b'19\r\n',2021-09-18 12:06:54.306838,19
b'20\r\n',2021-09-18 12:06:54.306838,20
b'20\r\n',2021-09-18 12:06:54.306838,20
b'20\r\n',2021-09-18 12:06:54.306838,20
b'19\r\n',2021-09-18 12:06:54.308173,19
b'20\r\n',2021-09-18 12:06:54.308322,20
b'528\r\n',2021-09-18 12:06:54.308322,528
b'762\r\n',2021-09-18 12:06:54.308322,762
b'760\r\n',2021-09-18 12:06:54.308322,760
b'755\r\n',2021-09-18 12:06:54.309320,755
b'42\r\n',2021-09-18 12:06:54.309320,42
b'15\r\n',2021-09-18 12:06:54.309320,15
b'12\r\n',2021-09-18 12:06:54.309320,12
b'11\r\n',2021-09-18 12:06:54.309320,11
b'10\r\n',2021-09-18 12:06:54.310320,10
b'11\r\n',2021-09-18 12:06:54.312320,11
b'12\r\n',2021-09-18 12:06:54.312320,12
b'13\r\n',2021-09-18 12:06:54.312320,13
b'15\r\n',2021-09-18 12:06:54.312320,15
b'719\r\n',2021-09-18 12:06:54.312320,719
b'760\r\n',2021-09-18 12:06:54.312320,760
b'763\r\n',2021-09-18 12:06:54.313321,763
b'764\r\n',2021-09-18 12:06:54.313321,764
b'28\r\n',2021-09-18 12:06:54.313321,28
b'21\r\n',2021-09-18 12:06:54.313321,21
b'21\r\n',2021-09-18 12:06:54.313321,21
b'20\r\n',2021-09-18 12:06:54.316323,20
b'20\r\n',2021-09-18 12:06:54.317326,20
b'19\r\n',2021-09-18 12:06:54.317326,19
b'19\r\n',2021-09-18 12:06:54.317326,19
b'18\r\n',2021-09-18 12:06:54.317326,18
b'14\r\n',2021-09-18 12:06:54.317326,14
b'750\r\n',2021-09-18 12:06:54.318324,750
b'756\r\n',2021-09-18 12:06:54.318324,756
b'753\r\n',2021-09-18 12:06:54.318324,753
b'337\r\n',2021-09-18 12:06:54.318324,337
b'15\r\n',2021-09-18 12:06:54.319335,15
b'12\r\n',2021-09-18 12:06:54.320325,12
b'12\r\n',2021-09-18 12:06:54.320325,12
b'14\r\n',2021-09-18 12:06:54.320325,14
b'14\r\n',2021-09-18 12:06:54.320325,14
b'15\r\n',2021-09-18 12:06:54.320325,15
b'16\r\n',2021-09-18 12:06:54.320325,16
b'18\r\n',2021-09-18 12:06:54.321326,18
b'631\r\n',2021-09-18 12:06:54.321326,631
b'764\r\n',2021-09-18 12:06:54.321326,764
b'763\r\n',2021-09-18 12:06:54.321326,763
b'763\r\n',2021-09-18 12:06:54.322326,763
b'37\r\n',2021-09-18 12:06:54.323989,37
b'21\r\n',2021-09-18 12:06:54.323989,21
b'19\r\n',2021-09-18 12:06:54.323989,19
b'19\r\n',2021-09-18 12:06:54.324989,19
b'18\r\n',2021-09-18 12:06:54.324989,18
b'17\r\n',2021-09-18 12:06:54.324989,17
b'17\r\n',2021-09-18 12:06:54.324989,17
b'15\r\n',2021-09-18 12:06:54.324989,15
b'14\r\n',2021-09-18 12:06:54.324989,14
b'733\r\n',2021-09-18 12:06:54.325990,733
b'754\r\n',2021-09-18 12:06:54.325990,754
b'752\r\n',2021-09-18 12:06:54.327988,752
b'753\r\n',2021-09-18 12:06:54.327988,753
b'19\r\n',2021-09-18 12:06:54.327988,19
b'14\r\n',2021-09-18 12:06:54.328991,14
b'15\r\n',2021-09-18 12:06:54.328991,15
b'16\r\n',2021-09-18 12:06:54.328991,16
b'18\r\n',2021-09-18 12:06:54.328991,18
b'17\r\n',2021-09-18 12:06:54.328991,17
b'18\r\n',2021-09-18 12:06:54.329991,18
b'19\r\n',2021-09-18 12:06:54.329991,19
b'347\r\n',2021-09-18 12:06:54.329991,347
b'768\r\n',2021-09-18 12:06:54.329991,768
b'768\r\n',2021-09-18 12:06:54.333725,768
b'768\r\n',2021-09-18 12:06:54.333725,768
b'66\r\n',2021-09-18 12:06:54.333725,66
b'22\r\n',2021-09-18 12:06:54.333725,22
b'18\r\n',2021-09-18 12:06:54.334723,18
b'18\r\n',2021-09-18 12:06:54.334723,18
b'16\r\n',2021-09-18 12:06:54.334723,16
b'14\r\n',2021-09-18 12:06:54.335725,14
b'13\r\n',2021-09-18 12:06:54.335725,13
b'12\r\n',2021-09-18 12:06:54.336724,12
b'11\r\n',2021-09-18 12:06:54.336724,11
b'688\r\n',2021-09-18 12:06:54.336724,688
b'756\r\n',2021-09-18 12:06:54.337727,756
b'759\r\n',2021-09-18 12:06:54.337727,759
b'759\r\n',2021-09-18 12:06:54.337727,759
b'28\r\n',2021-09-18 12:06:54.337727,28
b'18\r\n',2021-09-18 12:06:54.337727,18
b'17\r\n',2021-09-18 12:06:54.338725,17
b'18\r\n',2021-09-18 12:06:54.338725,18
b'19\r\n',2021-09-18 12:06:54.338725,19
b'20\r\n',2021-09-18 12:06:54.338725,20
b'20\r\n',2021-09-18 12:06:54.338725,20
b'20\r\n',2021-09-18 12:06:54.340370,20
b'18\r\n',2021-09-18 12:06:54.340370,18
b'758\r\n',2021-09-18 12:06:54.340370,758
b'770\r\n',2021-09-18 12:06:54.340370,770
b'768\r\n',2021-09-18 12:06:54.340370,768
b'676\r\n',2021-09-18 12:06:54.340370,676
b'20\r\n',2021-09-18 12:06:54.340370,20
b'15\r\n',2021-09-18 12:06:54.340370,15
b'13\r\n',2021-09-18 12:06:54.340370,13
b'13\r\n',2021-09-18 12:06:54.340370,13
b'12\r\n',2021-09-18 12:06:54.340370,12
b'11\r\n',2021-09-18 12:06:54.344870,11
b'11\r\n',2021-09-18 12:06:54.344870,11
b'11\r\n',2021-09-18 12:06:54.344870,11
b'519\r\n',2021-09-18 12:06:54.344870,519
b'762\r\n',2021-09-18 12:06:54.345870,762
b'762\r\n',2021-09-18 12:06:54.345870,762
b'764\r\n',2021-09-18 12:06:54.345870,764
b'43\r\n',2021-09-18 12:06:54.345870,43
b'20\r\n',2021-09-18 12:06:54.345870,20
b'19\r\n',2021-09-18 12:06:54.345870,19
b'20\r\n',2021-09-18 12:06:54.346869,20
b'20\r\n',2021-09-18 12:06:54.348868,20
b'21\r\n',2021-09-18 12:06:54.348868,21
b'20\r\n',2021-09-18 12:06:54.348868,20
b'20\r\n',2021-09-18 12:06:54.348868,20
b'20\r\n',2021-09-18 12:06:54.348868,20
b'727\r\n',2021-09-18 12:06:54.349869,727
b'764\r\n',2021-09-18 12:06:54.349869,764
b'761\r\n',2021-09-18 12:06:54.349869,761
b'758\r\n',2021-09-18 12:06:54.349869,758
b'23\r\n',2021-09-18 12:06:54.349869,23
b'13\r\n',2021-09-18 12:06:54.349869,13
b'12\r\n',2021-09-18 12:06:54.352870,12
b'11\r\n',2021-09-18 12:06:54.352870,11
b'11\r\n',2021-09-18 12:06:54.353871,11
b'12\r\n',2021-09-18 12:06:54.353871,12
b'14\r\n',2021-09-18 12:06:54.353871,14
b'15\r\n',2021-09-18 12:06:54.353871,15
b'86\r\n',2021-09-18 12:06:54.354968,86
b'753\r\n',2021-09-18 12:06:54.355050,753
b'762\r\n',2021-09-18 12:06:54.355050,762
b'763\r\n',2021-09-18 12:06:54.355050,763
b'309\r\n',2021-09-18 12:06:54.355050,309
b'22\r\n',2021-09-18 12:06:54.357053,22
b'20\r\n',2021-09-18 12:06:54.357053,20
b'20\r\n',2021-09-18 12:06:54.357053,20
b'21\r\n',2021-09-18 12:06:54.357053,21
b'19\r\n',2021-09-18 12:06:54.358052,19
b'20\r\n',2021-09-18 12:06:54.358052,20
b'19\r\n',2021-09-18 12:06:54.358052,19
b'17\r\n',2021-09-18 12:06:54.358052,17
b'653\r\n',2021-09-18 12:06:54.358052,653
b'757\r\n',2021-09-18 12:06:54.359052,757
b'753\r\n',2021-09-18 12:06:54.359052,753
b'751\r\n',2021-09-18 12:06:54.361045,751
b'28\r\n',2021-09-18 12:06:54.361045,28
b'13\r\n',2021-09-18 12:06:54.361045,13
b'12\r\n',2021-09-18 12:06:54.361045,12
b'13\r\n',2021-09-18 12:06:54.362044,13
b'14\r\n',2021-09-18 12:06:54.362044,14
b'16\r\n',2021-09-18 12:06:54.362044,16
b'16\r\n',2021-09-18 12:06:54.362044,16
b'18\r\n',2021-09-18 12:06:54.362044,18
b'16\r\n',2021-09-18 12:06:54.362044,16
b'745\r\n',2021-09-18 12:06:54.362044,745
b'764\r\n',2021-09-18 12:06:54.363044,764
b'763\r\n',2021-09-18 12:06:54.365102,763
b'763\r\n',2021-09-18 12:06:54.365102,763
b'25\r\n',2021-09-18 12:06:54.365102,25
b'20\r\n',2021-09-18 12:06:54.366045,20
b'20\r\n',2021-09-18 12:06:54.366045,20
b'19\r\n',2021-09-18 12:06:54.366045,19
b'19\r\n',2021-09-18 12:06:54.366045,19
b'16\r\n',2021-09-18 12:06:54.366045,16
b'15\r\n',2021-09-18 12:06:54.366045,15
b'14\r\n',2021-09-18 12:06:54.366045,14
b'393\r\n',2021-09-18 12:06:54.367044,393
b'752\r\n',2021-09-18 12:06:54.369292,752
b'750\r\n',2021-09-18 12:06:54.369292,750
b'749\r\n',2021-09-18 12:06:54.371257,749
b'48\r\n',2021-09-18 12:06:54.371257,48
b'16\r\n',2021-09-18 12:06:54.371257,16
b'15\r\n',2021-09-18 12:06:54.371257,15
b'16\r\n',2021-09-18 12:06:54.372258,16
b'16\r\n',2021-09-18 12:06:54.372258,16
b'18\r\n',2021-09-18 12:06:54.372258,18
b'17\r\n',2021-09-18 12:06:54.372258,17
b'19\r\n',2021-09-18 12:06:54.372258,19
b'19\r\n',2021-09-18 12:06:54.373258,19
b'705\r\n',2021-09-18 12:06:54.373258,705
b'764\r\n',2021-09-18 12:06:54.373258,764
b'762\r\n',2021-09-18 12:06:54.373258,762
b'763\r\n',2021-09-18 12:06:54.374259,763
b'30\r\n',2021-09-18 12:06:54.374259,30
b'20\r\n',2021-09-18 12:06:54.374259,20
b'18\r\n',2021-09-18 12:06:54.374259,18
b'17\r\n',2021-09-18 12:06:54.374259,17
b'15\r\n',2021-09-18 12:06:54.375259,15
b'14\r\n',2021-09-18 12:06:54.375259,14
b'13\r\n',2021-09-18 12:06:54.375259,13
b'12\r\n',2021-09-18 12:06:54.377257,12
b'9\r\n',2021-09-18 12:06:54.377257,9
b'718\r\n',2021-09-18 12:06:54.378259,718
b'755\r\n',2021-09-18 12:06:54.378259,755
b'756\r\n',2021-09-18 12:06:54.378259,756
b'757\r\n',2021-09-18 12:06:54.378259,757
b'24\r\n',2021-09-18 12:06:54.379259,24
b'18\r\n',2021-09-18 12:06:54.379259,18
b'18\r\n',2021-09-18 12:06:54.379259,18
b'17\r\n',2021-09-18 12:06:54.379259,17
b'19\r\n',2021-09-18 12:06:54.379259,19
b'19\r\n',2021-09-18 12:06:54.381370,19
b'20\r\n',2021-09-18 12:06:54.381370,20
b'20\r\n',2021-09-18 12:06:54.381370,20
b'114\r\n',2021-09-18 12:06:54.382374,114
b'768\r\n',2021-09-18 12:06:54.382374,768
b'768\r\n',2021-09-18 12:06:54.382374,768
b'767\r\n',2021-09-18 12:06:54.382374,767
b'85\r\n',2021-09-18 12:06:54.382374,85
b'20\r\n',2021-09-18 12:06:54.383372,20
b'15\r\n',2021-09-18 12:06:54.383372,15
b'14\r\n',2021-09-18 12:06:54.383372,14
b'12\r\n',2021-09-18 12:06:54.385431,12
b'11\r\n',2021-09-18 12:06:54.386373,11
b'10\r\n',2021-09-18 12:06:54.387374,10
b'10\r\n',2021-09-18 12:06:54.387374,10
b'12\r\n',2021-09-18 12:06:54.387374,12
b'656\r\n',2021-09-18 12:06:54.387374,656
b'761\r\n',2021-09-18 12:06:54.387374,761
b'763\r\n',2021-09-18 12:06:54.388374,763
b'763\r\n',2021-09-18 12:06:54.388374,763
b'34\r\n',2021-09-18 12:06:54.388374,34
b'20\r\n',2021-09-18 12:06:54.388374,20
b'19\r\n',2021-09-18 12:06:54.389391,19
b'19\r\n',2021-09-18 12:06:54.389391,19
b'20\r\n',2021-09-18 12:06:54.390393,20
b'20\r\n',2021-09-18 12:06:54.390393,20
b'20\r\n',2021-09-18 12:06:54.390393,20
b'20\r\n',2021-09-18 12:06:54.390393,20
b'20\r\n',2021-09-18 12:06:54.390393,20
b'750\r\n',2021-09-18 12:06:54.390393,750
b'766\r\n',2021-09-18 12:06:54.391393,766
b'761\r\n',2021-09-18 12:06:54.391393,761
b'759\r\n',2021-09-18 12:06:54.391393,759
b'20\r\n',2021-09-18 12:06:54.394391,20
b'13\r\n',2021-09-18 12:06:54.394391,13
b'11\r\n',2021-09-18 12:06:54.394391,11
b'11\r\n',2021-09-18 12:06:54.394391,11
b'11\r\n',2021-09-18 12:06:54.395394,11
b'13\r\n',2021-09-18 12:06:54.395394,13
b'13\r\n',2021-09-18 12:06:54.395394,13
b'14\r\n',2021-09-18 12:06:54.395394,14
b'427\r\n',2021-09-18 12:06:54.395394,427
b'766\r\n',2021-09-18 12:06:54.396394,766
b'768\r\n',2021-09-18 12:06:54.396394,768
b'767\r\n',2021-09-18 12:06:54.397394,767
b'57\r\n',2021-09-18 12:06:54.397394,57
b'22\r\n',2021-09-18 12:06:54.398395,22
b'20\r\n',2021-09-18 12:06:54.398395,20
b'20\r\n',2021-09-18 12:06:54.398395,20
b'19\r\n',2021-09-18 12:06:54.398395,19
b'19\r\n',2021-09-18 12:06:54.398395,19
b'20\r\n',2021-09-18 12:06:54.399395,20
b'19\r\n',2021-09-18 12:06:54.399395,19
b'18\r\n',2021-09-18 12:06:54.399807,18
b'701\r\n',2021-09-18 12:06:54.399807,701
b'761\r\n',2021-09-18 12:06:54.399807,761
b'757\r\n',2021-09-18 12:06:54.403808,757
b'754\r\n',2021-09-18 12:06:54.403808,754
b'22\r\n',2021-09-18 12:06:54.403808,22
b'13\r\n',2021-09-18 12:06:54.403808,13
b'12\r\n',2021-09-18 12:06:54.403808,12
b'14\r\n',2021-09-18 12:06:54.403808,14
b'14\r\n',2021-09-18 12:06:54.404808,14
b'15\r\n',2021-09-18 12:06:54.404808,15
b'15\r\n',2021-09-18 12:06:54.404808,15
b'17\r\n',2021-09-18 12:06:54.404808,17
b'16\r\n',2021-09-18 12:06:54.404808,16
b'752\r\n',2021-09-18 12:06:54.405810,752
b'765\r\n',2021-09-18 12:06:54.405810,765
b'764\r\n',2021-09-18 12:06:54.406810,764
b'535\r\n',2021-09-18 12:06:54.406810,535
b'23\r\n',2021-09-18 12:06:54.406810,23
b'21\r\n',2021-09-18 12:06:54.406810,21
b'19\r\n',2021-09-18 12:06:54.406810,19
b'19\r\n',2021-09-18 12:06:54.406810,19
b'19\r\n',2021-09-18 12:06:54.407878,19
b'17\r\n',2021-09-18 12:06:54.407943,17
b'15\r\n',2021-09-18 12:06:54.407943,15
b'13\r\n',2021-09-18 12:06:54.410000,13
b'565\r\n',2021-09-18 12:06:54.410945,565
b'753\r\n',2021-09-18 12:06:54.410945,753
b'751\r\n',2021-09-18 12:06:54.410945,751
b'751\r\n',2021-09-18 12:06:54.411946,751
b'37\r\n',2021-09-18 12:06:54.411946,37
b'15\r\n',2021-09-18 12:06:54.411946,15
b'15\r\n',2021-09-18 12:06:54.411946,15
b'15\r\n',2021-09-18 12:06:54.411946,15
b'16\r\n',2021-09-18 12:06:54.411946,16
b'18\r\n',2021-09-18 12:06:54.412945,18
b'18\r\n',2021-09-18 12:06:54.413946,18
b'19\r\n',2021-09-18 12:06:54.413946,19
b'19\r\n',2021-09-18 12:06:54.414947,19
b'732\r\n',2021-09-18 12:06:54.414947,732
b'766\r\n',2021-09-18 12:06:54.414947,766
b'763\r\n',2021-09-18 12:06:54.414947,763
b'764\r\n',2021-09-18 12:06:54.414947,764
b'28\r\n',2021-09-18 12:06:54.415948,28
b'19\r\n',2021-09-18 12:06:54.415948,19
b'18\r\n',2021-09-18 12:06:54.415948,18
b'17\r\n',2021-09-18 12:06:54.415948,17
b'14\r\n',2021-09-18 12:06:54.418161,14
b'13\r\n',2021-09-18 12:06:54.418161,13
b'12\r\n',2021-09-18 12:06:54.418161,12
b'11\r\n',2021-09-18 12:06:54.419163,11
b'68\r\n',2021-09-18 12:06:54.419163,68
b'742\r\n',2021-09-18 12:06:54.419163,742
b'753\r\n',2021-09-18 12:06:54.419163,753
b'755\r\n',2021-09-18 12:06:54.419163,755
b'276\r\n',2021-09-18 12:06:54.420164,276
b'19\r\n',2021-09-18 12:06:54.420164,19
b'17\r\n',2021-09-18 12:06:54.420164,17
b'18\r\n',2021-09-18 12:06:54.422218,18
b'18\r\n',2021-09-18 12:06:54.422218,18
b'19\r\n',2021-09-18 12:06:54.423164,19
b'19\r\n',2021-09-18 12:06:54.423164,19
b'20\r\n',2021-09-18 12:06:54.423164,20
b'20\r\n',2021-09-18 12:06:54.423164,20
b'660\r\n',2021-09-18 12:06:54.423164,660
b'767\r\n',2021-09-18 12:06:54.423164,767
b'764\r\n',2021-09-18 12:06:54.424161,764
b'762\r\n',2021-09-18 12:06:54.424161,762
b'31\r\n',2021-09-18 12:06:54.424161,31
b'17\r\n',2021-09-18 12:06:54.426219,17
b'14\r\n',2021-09-18 12:06:54.427165,14
b'13\r\n',2021-09-18 12:06:54.427165,13
b'13\r\n',2021-09-18 12:06:54.427165,13
b'11\r\n',2021-09-18 12:06:54.427165,11
b'11\r\n',2021-09-18 12:06:54.427165,11
b'12\r\n',2021-09-18 12:06:54.427165,12
b'12\r\n',2021-09-18 12:06:54.427165,12
b'740\r\n',2021-09-18 12:06:54.428163,740
b'761\r\n',2021-09-18 12:06:54.428358,761
b'762\r\n',2021-09-18 12:06:54.428358,762
b'763\r\n',2021-09-18 12:06:54.430414,763
b'24\r\n',2021-09-18 12:06:54.431360,24
b'19\r\n',2021-09-18 12:06:54.431360,19
b'20\r\n',2021-09-18 12:06:54.431360,20
b'20\r\n',2021-09-18 12:06:54.431360,20
b'20\r\n',2021-09-18 12:06:54.431360,20
b'21\r\n',2021-09-18 12:06:54.431360,21
b'21\r\n',2021-09-18 12:06:54.431360,21
b'21\r\n',2021-09-18 12:06:54.432357,21
b'416\r\n',2021-09-18 12:06:54.432357,416
b'763\r\n',2021-09-18 12:06:54.432357,763
b'761\r\n',2021-09-18 12:06:54.432357,761
b'757\r\n',2021-09-18 12:06:54.435360,757
b'53\r\n',2021-09-18 12:06:54.435360,53
b'15\r\n',2021-09-18 12:06:54.435360,15
b'12\r\n',2021-09-18 12:06:54.435360,12
b'12\r\n',2021-09-18 12:06:54.435360,12
b'11\r\n',2021-09-18 12:06:54.435360,11
b'11\r\n',2021-09-18 12:06:54.436362,11
b'13\r\n',2021-09-18 12:06:54.436362,13
b'14\r\n',2021-09-18 12:06:54.436362,14
b'16\r\n',2021-09-18 12:06:54.436362,16
b'703\r\n',2021-09-18 12:06:54.436362,703
b'762\r\n',2021-09-18 12:06:54.438593,762
b'763\r\n',2021-09-18 12:06:54.439594,763
b'763\r\n',2021-09-18 12:06:54.439594,763
b'30\r\n',2021-09-18 12:06:54.439594,30
b'21\r\n',2021-09-18 12:06:54.439594,21
b'20\r\n',2021-09-18 12:06:54.439594,20
b'21\r\n',2021-09-18 12:06:54.439594,21
b'20\r\n',2021-09-18 12:06:54.439594,20
b'20\r\n',2021-09-18 12:06:54.440592,20
b'19\r\n',2021-09-18 12:06:54.440592,19
b'17\r\n',2021-09-18 12:06:54.440592,17
b'15\r\n',2021-09-18 12:06:54.442656,15
b'750\r\n',2021-09-18 12:06:54.442656,750
b'757\r\n',2021-09-18 12:06:54.443593,757
b'755\r\n',2021-09-18 12:06:54.443593,755
b'539\r\n',2021-09-18 12:06:54.443593,539
b'15\r\n',2021-09-18 12:06:54.443593,15
b'12\r\n',2021-09-18 12:06:54.443593,12
b'12\r\n',2021-09-18 12:06:54.443593,12
b'13\r\n',2021-09-18 12:06:54.444593,13
b'15\r\n',2021-09-18 12:06:54.444593,15
b'15\r\n',2021-09-18 12:06:54.444593,15
b'16\r\n',2021-09-18 12:06:54.444593,16
b'17\r\n',2021-09-18 12:06:54.447594,17
b'574\r\n',2021-09-18 12:06:54.447768,574
b'767\r\n',2021-09-18 12:06:54.447768,767
b'765\r\n',2021-09-18 12:06:54.447768,765
b'766\r\n',2021-09-18 12:06:54.447768,766
b'43\r\n',2021-09-18 12:06:54.447768,43
b'21\r\n',2021-09-18 12:06:54.447768,21
b'20\r\n',2021-09-18 12:06:54.448767,20
b'19\r\n',2021-09-18 12:06:54.448767,19
b'19\r\n',2021-09-18 12:06:54.448767,19
b'18\r\n',2021-09-18 12:06:54.448767,18
b'15\r\n',2021-09-18 12:06:54.451770,15
b'15\r\n',2021-09-18 12:06:54.451770,15
b'14\r\n',2021-09-18 12:06:54.451770,14
b'721\r\n',2021-09-18 12:06:54.451770,721
b'750\r\n',2021-09-18 12:06:54.451770,750
b'749\r\n',2021-09-18 12:06:54.451770,749
b'750\r\n',2021-09-18 12:06:54.452768,750
b'21\r\n',2021-09-18 12:06:54.452768,21
b'15\r\n',2021-09-18 12:06:54.452768,15
b'15\r\n',2021-09-18 12:06:54.452768,15
b'16\r\n',2021-09-18 12:06:54.452768,16
b'17\r\n',2021-09-18 12:06:54.455771,17
b'17\r\n',2021-09-18 12:06:54.455771,17
b'18\r\n',2021-09-18 12:06:54.455771,18
b'19\r\n',2021-09-18 12:06:54.455771,19
b'150\r\n',2021-09-18 12:06:54.455771,150
b'762\r\n',2021-09-18 12:06:54.455771,762
b'764\r\n',2021-09-18 12:06:54.456768,764
b'762\r\n',2021-09-18 12:06:54.456768,762
b'83\r\n',2021-09-18 12:06:54.456768,83
b'22\r\n',2021-09-18 12:06:54.456768,22
b'19\r\n',2021-09-18 12:06:54.456768,19
b'16\r\n',2021-09-18 12:06:54.459107,16
b'15\r\n',2021-09-18 12:06:54.460052,15
b'14\r\n',2021-09-18 12:06:54.460052,14
b'13\r\n',2021-09-18 12:06:54.460052,13
b'12\r\n',2021-09-18 12:06:54.460052,12
b'11\r\n',2021-09-18 12:06:54.460052,11
b'649\r\n',2021-09-18 12:06:54.460052,649
b'754\r\n',2021-09-18 12:06:54.461050,754
b'755\r\n',2021-09-18 12:06:54.461050,755
b'757\r\n',2021-09-18 12:06:54.461050,757
b'32\r\n',2021-09-18 12:06:54.461050,32
b'18\r\n',2021-09-18 12:06:54.464053,18
b'17\r\n',2021-09-18 12:06:54.464053,17
b'17\r\n',2021-09-18 12:06:54.464053,17
b'19\r\n',2021-09-18 12:06:54.464053,19
b'19\r\n',2021-09-18 12:06:54.464053,19
b'19\r\n',2021-09-18 12:06:54.464053,19
b'20\r\n',2021-09-18 12:06:54.465050,20
b'20\r\n',2021-09-18 12:06:54.465050,20
