Raw,Time,Amplitude
b'13\r\n',2021-09-18 12:40:32.218905,13
b'14\r\n',2021-09-18 12:40:32.218905,14
b'444\r\n',2021-09-18 12:40:32.219886,444
b'990\r\n',2021-09-18 12:40:32.219886,990
b'990\r\n',2021-09-18 12:40:32.219886,990
b'991\r\n',2021-09-18 12:40:32.219886,991
b'105\r\n',2021-09-18 12:40:32.219886,105
b'24\r\n',2021-09-18 12:40:32.220899,24
b'22\r\n',2021-09-18 12:40:32.220899,22
b'23\r\n',2021-09-18 12:40:32.220899,23
b'23\r\n',2021-09-18 12:40:32.222892,23
b'23\r\n',2021-09-18 12:40:32.222892,23
b'24\r\n',2021-09-18 12:40:32.222892,24
b'23\r\n',2021-09-18 12:40:32.223887,23
b'23\r\n',2021-09-18 12:40:32.223887,23
b'990\r\n',2021-09-18 12:40:32.223887,990
b'991\r\n',2021-09-18 12:40:32.223887,991
b'989\r\n',2021-09-18 12:40:32.223887,989
b'987\r\n',2021-09-18 12:40:32.224906,987
b'24\r\n',2021-09-18 12:40:32.224906,24
b'14\r\n',2021-09-18 12:40:32.224906,14
b'13\r\n',2021-09-18 12:40:32.226974,13
b'13\r\n',2021-09-18 12:40:32.226974,13
b'13\r\n',2021-09-18 12:40:32.226974,13
b'15\r\n',2021-09-18 12:40:32.227887,15
b'17\r\n',2021-09-18 12:40:32.227887,17
b'17\r\n',2021-09-18 12:40:32.227887,17
b'480\r\n',2021-09-18 12:40:32.227887,480
b'990\r\n',2021-09-18 12:40:32.227887,990
b'989\r\n',2021-09-18 12:40:32.228887,989
b'991\r\n',2021-09-18 12:40:32.228887,991
b'95\r\n',2021-09-18 12:40:32.228887,95
b'26\r\n',2021-09-18 12:40:32.230918,26
b'24\r\n',2021-09-18 12:40:32.230918,24
b'23\r\n',2021-09-18 12:40:32.230918,23
b'24\r\n',2021-09-18 12:40:32.230918,24
b'23\r\n',2021-09-18 12:40:32.231888,23
b'22\r\n',2021-09-18 12:40:32.231888,22
b'22\r\n',2021-09-18 12:40:32.231888,22
b'20\r\n',2021-09-18 12:40:32.231888,20
b'990\r\n',2021-09-18 12:40:32.231888,990
b'990\r\n',2021-09-18 12:40:32.231888,990
b'989\r\n',2021-09-18 12:40:32.232888,989
b'990\r\n',2021-09-18 12:40:32.234959,990
b'29\r\n',2021-09-18 12:40:32.234959,29
b'15\r\n',2021-09-18 12:40:32.234959,15
b'15\r\n',2021-09-18 12:40:32.234959,15
b'15\r\n',2021-09-18 12:40:32.235887,15
b'18\r\n',2021-09-18 12:40:32.235887,18
b'19\r\n',2021-09-18 12:40:32.235887,19
b'18\r\n',2021-09-18 12:40:32.235887,18
b'21\r\n',2021-09-18 12:40:32.235887,21
b'19\r\n',2021-09-18 12:40:32.235887,19
b'990\r\n',2021-09-18 12:40:32.236899,990
b'990\r\n',2021-09-18 12:40:32.238956,990
b'990\r\n',2021-09-18 12:40:32.238956,990
b'980\r\n',2021-09-18 12:40:32.238956,980
b'28\r\n',2021-09-18 12:40:32.239888,28
b'24\r\n',2021-09-18 12:40:32.239888,24
b'23\r\n',2021-09-18 12:40:32.239888,23
b'22\r\n',2021-09-18 12:40:32.239888,22
b'21\r\n',2021-09-18 12:40:32.239888,21
b'20\r\n',2021-09-18 12:40:32.239888,20
b'17\r\n',2021-09-18 12:40:32.239888,17
b'17\r\n',2021-09-18 12:40:32.240893,17
b'837\r\n',2021-09-18 12:40:32.240893,837
b'990\r\n',2021-09-18 12:40:32.242895,990
b'991\r\n',2021-09-18 12:40:32.243888,991
b'990\r\n',2021-09-18 12:40:32.243888,990
b'56\r\n',2021-09-18 12:40:32.243888,56
b'19\r\n',2021-09-18 12:40:32.243888,19
b'18\r\n',2021-09-18 12:40:32.243888,18
b'19\r\n',2021-09-18 12:40:32.243888,19
b'20\r\n',2021-09-18 12:40:32.244887,20
b'21\r\n',2021-09-18 12:40:32.244887,21
b'21\r\n',2021-09-18 12:40:32.244887,21
b'23\r\n',2021-09-18 12:40:32.244887,23
b'22\r\n',2021-09-18 12:40:32.246887,22
b'991\r\n',2021-09-18 12:40:32.246887,991
b'991\r\n',2021-09-18 12:40:32.247889,991
b'991\r\n',2021-09-18 12:40:32.247889,991
b'990\r\n',2021-09-18 12:40:32.247889,990
b'34\r\n',2021-09-18 12:40:32.247889,34
b'23\r\n',2021-09-18 12:40:32.247889,23
b'19\r\n',2021-09-18 12:40:32.247889,19
b'18\r\n',2021-09-18 12:40:32.248890,18
b'17\r\n',2021-09-18 12:40:32.248890,17
b'15\r\n',2021-09-18 12:40:32.248890,15
b'14\r\n',2021-09-18 12:40:32.251897,14
b'13\r\n',2021-09-18 12:40:32.251897,13
b'10\r\n',2021-09-18 12:40:32.251897,10
b'989\r\n',2021-09-18 12:40:32.251897,989
b'990\r\n',2021-09-18 12:40:32.251897,990
b'990\r\n',2021-09-18 12:40:32.251897,990
b'607\r\n',2021-09-18 12:40:32.252890,607
b'23\r\n',2021-09-18 12:40:32.252890,23
b'20\r\n',2021-09-18 12:40:32.252890,20
b'21\r\n',2021-09-18 12:40:32.252890,21
b'22\r\n',2021-09-18 12:40:32.252890,22
b'23\r\n',2021-09-18 12:40:32.255910,23
b'23\r\n',2021-09-18 12:40:32.255910,23
b'23\r\n',2021-09-18 12:40:32.255910,23
b'24\r\n',2021-09-18 12:40:32.255910,24
b'970\r\n',2021-09-18 12:40:32.255910,970
b'990\r\n',2021-09-18 12:40:32.255910,990
b'990\r\n',2021-09-18 12:40:32.256890,990
b'991\r\n',2021-09-18 12:40:32.256890,991
b'42\r\n',2021-09-18 12:40:32.256890,42
b'19\r\n',2021-09-18 12:40:32.256890,19
b'16\r\n',2021-09-18 12:40:32.257894,16
b'15\r\n',2021-09-18 12:40:32.259895,15
b'15\r\n',2021-09-18 12:40:32.259895,15
b'12\r\n',2021-09-18 12:40:32.259895,12
b'13\r\n',2021-09-18 12:40:32.259895,13
b'13\r\n',2021-09-18 12:40:32.259895,13
b'15\r\n',2021-09-18 12:40:32.259895,15
b'990\r\n',2021-09-18 12:40:32.260891,990
b'990\r\n',2021-09-18 12:40:32.260891,990
b'989\r\n',2021-09-18 12:40:32.260891,989
b'988\r\n',2021-09-18 12:40:32.260891,988
b'29\r\n',2021-09-18 12:40:32.260891,29
b'23\r\n',2021-09-18 12:40:32.263896,23
b'23\r\n',2021-09-18 12:40:32.263896,23
b'23\r\n',2021-09-18 12:40:32.263896,23
b'23\r\n',2021-09-18 12:40:32.263896,23
b'24\r\n',2021-09-18 12:40:32.263896,24
b'23\r\n',2021-09-18 12:40:32.264891,23
b'23\r\n',2021-09-18 12:40:32.264891,23
b'606\r\n',2021-09-18 12:40:32.264891,606
b'989\r\n',2021-09-18 12:40:32.264891,989
b'991\r\n',2021-09-18 12:40:32.264891,991
b'990\r\n',2021-09-18 12:40:32.264891,990
b'85\r\n',2021-09-18 12:40:32.267927,85
b'17\r\n',2021-09-18 12:40:32.267927,17
b'14\r\n',2021-09-18 12:40:32.267927,14
b'13\r\n',2021-09-18 12:40:32.267927,13
b'13\r\n',2021-09-18 12:40:32.268893,13
b'13\r\n',2021-09-18 12:40:32.268893,13
b'15\r\n',2021-09-18 12:40:32.268893,15
b'17\r\n',2021-09-18 12:40:32.268893,17
b'18\r\n',2021-09-18 12:40:32.268893,18
b'990\r\n',2021-09-18 12:40:32.268893,990
b'990\r\n',2021-09-18 12:40:32.268893,990
b'990\r\n',2021-09-18 12:40:32.271930,990
b'990\r\n',2021-09-18 12:40:32.271930,990
b'39\r\n',2021-09-18 12:40:32.271930,39
b'24\r\n',2021-09-18 12:40:32.271930,24
b'24\r\n',2021-09-18 12:40:32.272916,24
b'23\r\n',2021-09-18 12:40:32.272916,23
b'24\r\n',2021-09-18 12:40:32.272916,24
b'23\r\n',2021-09-18 12:40:32.272916,23
b'22\r\n',2021-09-18 12:40:32.272916,22
b'21\r\n',2021-09-18 12:40:32.272916,21
b'16\r\n',2021-09-18 12:40:32.273899,16
b'990\r\n',2021-09-18 12:40:32.273899,990
b'990\r\n',2021-09-18 12:40:32.275963,990
b'989\r\n',2021-09-18 12:40:32.275963,989
b'927\r\n',2021-09-18 12:40:32.275963,927
b'19\r\n',2021-09-18 12:40:32.276901,19
b'15\r\n',2021-09-18 12:40:32.276901,15
b'15\r\n',2021-09-18 12:40:32.276901,15
b'16\r\n',2021-09-18 12:40:32.276901,16
b'18\r\n',2021-09-18 12:40:32.276901,18
b'18\r\n',2021-09-18 12:40:32.276901,18
b'20\r\n',2021-09-18 12:40:32.276901,20
b'21\r\n',2021-09-18 12:40:32.277892,21
b'846\r\n',2021-09-18 12:40:32.280018,846
b'989\r\n',2021-09-18 12:40:32.280018,989
b'989\r\n',2021-09-18 12:40:32.280018,989
b'991\r\n',2021-09-18 12:40:32.280905,991
b'61\r\n',2021-09-18 12:40:32.280905,61
b'25\r\n',2021-09-18 12:40:32.280905,25
b'23\r\n',2021-09-18 12:40:32.280905,23
b'23\r\n',2021-09-18 12:40:32.280905,23
b'22\r\n',2021-09-18 12:40:32.280905,22
b'20\r\n',2021-09-18 12:40:32.281891,20
b'19\r\n',2021-09-18 12:40:32.281891,19
b'17\r\n',2021-09-18 12:40:32.283958,17
b'15\r\n',2021-09-18 12:40:32.283958,15
b'991\r\n',2021-09-18 12:40:32.283958,991
b'990\r\n',2021-09-18 12:40:32.284913,990
b'988\r\n',2021-09-18 12:40:32.284913,988
b'991\r\n',2021-09-18 12:40:32.284913,991
b'27\r\n',2021-09-18 12:40:32.284913,27
b'17\r\n',2021-09-18 12:40:32.284913,17
b'18\r\n',2021-09-18 12:40:32.284913,18
b'19\r\n',2021-09-18 12:40:32.285891,19
b'21\r\n',2021-09-18 12:40:32.285891,21
b'22\r\n',2021-09-18 12:40:32.287960,22
b'21\r\n',2021-09-18 12:40:32.287960,21
b'23\r\n',2021-09-18 12:40:32.287960,23
b'34\r\n',2021-09-18 12:40:32.288892,34
b'989\r\n',2021-09-18 12:40:32.288892,989
b'991\r\n',2021-09-18 12:40:32.288892,991
b'990\r\n',2021-09-18 12:40:32.288892,990
b'618\r\n',2021-09-18 12:40:32.289896,618
b'26\r\n',2021-09-18 12:40:32.289896,26
b'21\r\n',2021-09-18 12:40:32.289896,21
b'19\r\n',2021-09-18 12:40:32.289896,19
b'17\r\n',2021-09-18 12:40:32.291956,17
b'16\r\n',2021-09-18 12:40:32.291956,16
b'15\r\n',2021-09-18 12:40:32.292894,15
b'14\r\n',2021-09-18 12:40:32.292894,14
b'12\r\n',2021-09-18 12:40:32.292894,12
b'974\r\n',2021-09-18 12:40:32.292894,974
b'989\r\n',2021-09-18 12:40:32.292894,989
b'990\r\n',2021-09-18 12:40:32.292894,990
b'990\r\n',2021-09-18 12:40:32.293893,990
b'43\r\n',2021-09-18 12:40:32.293893,43
b'22\r\n',2021-09-18 12:40:32.293893,22
b'21\r\n',2021-09-18 12:40:32.295956,21
b'22\r\n',2021-09-18 12:40:32.296899,22
b'23\r\n',2021-09-18 12:40:32.296899,23
b'23\r\n',2021-09-18 12:40:32.296899,23
b'24\r\n',2021-09-18 12:40:32.296899,24
b'23\r\n',2021-09-18 12:40:32.296899,23
b'23\r\n',2021-09-18 12:40:32.296899,23
b'991\r\n',2021-09-18 12:40:32.297895,991
b'991\r\n',2021-09-18 12:40:32.297895,991
b'990\r\n',2021-09-18 12:40:32.297895,990
b'988\r\n',2021-09-18 12:40:32.297895,988
b'26\r\n',2021-09-18 12:40:32.300901,26
b'17\r\n',2021-09-18 12:40:32.300901,17
b'15\r\n',2021-09-18 12:40:32.300901,15
b'14\r\n',2021-09-18 12:40:32.300901,14
b'13\r\n',2021-09-18 12:40:32.300901,13
b'13\r\n',2021-09-18 12:40:32.300901,13
b'13\r\n',2021-09-18 12:40:32.301896,13
b'14\r\n',2021-09-18 12:40:32.301896,14
b'599\r\n',2021-09-18 12:40:32.301896,599
b'991\r\n',2021-09-18 12:40:32.301896,991
b'990\r\n',2021-09-18 12:40:32.301896,990
b'990\r\n',2021-09-18 12:40:32.301896,990
b'84\r\n',2021-09-18 12:40:32.304902,84
b'25\r\n',2021-09-18 12:40:32.305901,25
b'24\r\n',2021-09-18 12:40:32.305901,24
b'23\r\n',2021-09-18 12:40:32.305901,23
b'23\r\n',2021-09-18 12:40:32.306899,23
b'23\r\n',2021-09-18 12:40:32.306899,23
b'24\r\n',2021-09-18 12:40:32.306899,24
b'24\r\n',2021-09-18 12:40:32.306899,24
b'22\r\n',2021-09-18 12:40:32.306899,22
b'990\r\n',2021-09-18 12:40:32.306899,990
b'990\r\n',2021-09-18 12:40:32.307897,990
b'990\r\n',2021-09-18 12:40:32.308902,990
b'989\r\n',2021-09-18 12:40:32.308902,989
b'30\r\n',2021-09-18 12:40:32.308902,30
b'15\r\n',2021-09-18 12:40:32.308902,15
b'13\r\n',2021-09-18 12:40:32.309899,13
b'13\r\n',2021-09-18 12:40:32.309899,13
b'14\r\n',2021-09-18 12:40:32.309899,14
b'15\r\n',2021-09-18 12:40:32.309899,15
b'17\r\n',2021-09-18 12:40:32.309899,17
b'17\r\n',2021-09-18 12:40:32.309899,17
b'16\r\n',2021-09-18 12:40:32.309899,16
b'989\r\n',2021-09-18 12:40:32.312920,989
b'990\r\n',2021-09-18 12:40:32.312920,990
b'990\r\n',2021-09-18 12:40:32.312920,990
b'954\r\n',2021-09-18 12:40:32.313899,954
b'27\r\n',2021-09-18 12:40:32.313899,27
b'24\r\n',2021-09-18 12:40:32.313899,24
b'24\r\n',2021-09-18 12:40:32.313899,24
b'23\r\n',2021-09-18 12:40:32.313899,23
b'23\r\n',2021-09-18 12:40:32.313899,23
b'23\r\n',2021-09-18 12:40:32.313899,23
b'21\r\n',2021-09-18 12:40:32.314899,21
b'20\r\n',2021-09-18 12:40:32.314899,20
b'865\r\n',2021-09-18 12:40:32.316969,865
b'989\r\n',2021-09-18 12:40:32.316969,989
b'990\r\n',2021-09-18 12:40:32.317900,990
b'990\r\n',2021-09-18 12:40:32.317900,990
b'51\r\n',2021-09-18 12:40:32.317900,51
b'15\r\n',2021-09-18 12:40:32.317900,15
b'14\r\n',2021-09-18 12:40:32.317900,14
b'17\r\n',2021-09-18 12:40:32.317900,17
b'17\r\n',2021-09-18 12:40:32.317900,17
b'18\r\n',2021-09-18 12:40:32.318900,18
b'20\r\n',2021-09-18 12:40:32.318900,20
b'20\r\n',2021-09-18 12:40:32.320985,20
b'21\r\n',2021-09-18 12:40:32.321903,21
b'991\r\n',2021-09-18 12:40:32.321903,991
b'989\r\n',2021-09-18 12:40:32.321903,989
b'990\r\n',2021-09-18 12:40:32.321903,990
b'990\r\n',2021-09-18 12:40:32.321903,990
b'33\r\n',2021-09-18 12:40:32.321903,33
b'24\r\n',2021-09-18 12:40:32.322900,24
b'23\r\n',2021-09-18 12:40:32.322900,23
b'22\r\n',2021-09-18 12:40:32.322900,22
b'21\r\n',2021-09-18 12:40:32.322900,21
b'19\r\n',2021-09-18 12:40:32.324978,19
b'17\r\n',2021-09-18 12:40:32.324978,17
b'16\r\n',2021-09-18 12:40:32.324978,16
b'21\r\n',2021-09-18 12:40:32.325902,21
b'989\r\n',2021-09-18 12:40:32.325902,989
b'992\r\n',2021-09-18 12:40:32.325902,992
b'990\r\n',2021-09-18 12:40:32.325902,990
b'542\r\n',2021-09-18 12:40:32.325902,542
b'21\r\n',2021-09-18 12:40:32.325902,21
b'19\r\n',2021-09-18 12:40:32.326902,19
b'19\r\n',2021-09-18 12:40:32.326902,19
b'20\r\n',2021-09-18 12:40:32.329002,20
b'21\r\n',2021-09-18 12:40:32.329908,21
b'21\r\n',2021-09-18 12:40:32.329908,21
b'22\r\n',2021-09-18 12:40:32.329908,22
b'23\r\n',2021-09-18 12:40:32.329908,23
b'980\r\n',2021-09-18 12:40:32.329908,980
b'990\r\n',2021-09-18 12:40:32.329908,990
b'991\r\n',2021-09-18 12:40:32.330903,991
b'990\r\n',2021-09-18 12:40:32.330903,990
b'44\r\n',2021-09-18 12:40:32.330903,44
b'22\r\n',2021-09-18 12:40:32.330903,22
b'20\r\n',2021-09-18 12:40:32.332973,20
b'19\r\n',2021-09-18 12:40:32.333904,19
b'16\r\n',2021-09-18 12:40:32.333904,16
b'15\r\n',2021-09-18 12:40:32.333904,15
b'14\r\n',2021-09-18 12:40:32.333904,14
b'12\r\n',2021-09-18 12:40:32.333904,12
b'12\r\n',2021-09-18 12:40:32.333904,12
b'990\r\n',2021-09-18 12:40:32.333904,990
b'989\r\n',2021-09-18 12:40:32.334904,989
b'990\r\n',2021-09-18 12:40:32.334904,990
b'988\r\n',2021-09-18 12:40:32.334904,988
b'27\r\n',2021-09-18 12:40:32.336969,27
b'21\r\n',2021-09-18 12:40:32.337909,21
b'21\r\n',2021-09-18 12:40:32.337909,21
b'22\r\n',2021-09-18 12:40:32.337909,22
b'22\r\n',2021-09-18 12:40:32.337909,22
b'23\r\n',2021-09-18 12:40:32.337909,23
b'23\r\n',2021-09-18 12:40:32.337909,23
b'23\r\n',2021-09-18 12:40:32.338905,23
b'629\r\n',2021-09-18 12:40:32.338905,629
b'990\r\n',2021-09-18 12:40:32.338905,990
b'990\r\n',2021-09-18 12:40:32.338905,990
b'990\r\n',2021-09-18 12:40:32.340978,990
b'86\r\n',2021-09-18 12:40:32.341905,86
b'19\r\n',2021-09-18 12:40:32.341905,19
b'16\r\n',2021-09-18 12:40:32.341905,16
b'14\r\n',2021-09-18 12:40:32.341905,14
b'13\r\n',2021-09-18 12:40:32.341905,13
b'13\r\n',2021-09-18 12:40:32.341905,13
b'14\r\n',2021-09-18 12:40:32.342906,14
b'14\r\n',2021-09-18 12:40:32.342906,14
b'15\r\n',2021-09-18 12:40:32.342906,15
b'990\r\n',2021-09-18 12:40:32.342906,990
b'990\r\n',2021-09-18 12:40:32.344970,990
b'990\r\n',2021-09-18 12:40:32.345912,990
b'991\r\n',2021-09-18 12:40:32.345912,991
b'37\r\n',2021-09-18 12:40:32.345912,37
b'23\r\n',2021-09-18 12:40:32.345912,23
b'23\r\n',2021-09-18 12:40:32.345912,23
b'24\r\n',2021-09-18 12:40:32.346907,24
b'24\r\n',2021-09-18 12:40:32.346907,24
b'23\r\n',2021-09-18 12:40:32.346907,23
b'24\r\n',2021-09-18 12:40:32.346907,24
b'24\r\n',2021-09-18 12:40:32.346907,24
b'20\r\n',2021-09-18 12:40:32.346907,20
b'990\r\n',2021-09-18 12:40:32.349913,990
b'990\r\n',2021-09-18 12:40:32.349913,990
b'991\r\n',2021-09-18 12:40:32.349913,991
b'918\r\n',2021-09-18 12:40:32.350909,918
b'20\r\n',2021-09-18 12:40:32.350909,20
b'13\r\n',2021-09-18 12:40:32.350909,13
b'12\r\n',2021-09-18 12:40:32.350909,12
b'13\r\n',2021-09-18 12:40:32.350909,13
b'13\r\n',2021-09-18 12:40:32.350909,13
b'15\r\n',2021-09-18 12:40:32.350909,15
b'17\r\n',2021-09-18 12:40:32.351908,17
b'18\r\n',2021-09-18 12:40:32.353952,18
b'864\r\n',2021-09-18 12:40:32.353952,864
b'990\r\n',2021-09-18 12:40:32.353952,990
b'990\r\n',2021-09-18 12:40:32.354909,990
b'991\r\n',2021-09-18 12:40:32.354909,991
b'58\r\n',2021-09-18 12:40:32.354909,58
b'25\r\n',2021-09-18 12:40:32.354909,25
b'23\r\n',2021-09-18 12:40:32.354909,23
b'23\r\n',2021-09-18 12:40:32.354909,23
b'23\r\n',2021-09-18 12:40:32.354909,23
b'23\r\n',2021-09-18 12:40:32.355909,23
b'22\r\n',2021-09-18 12:40:32.357955,22
b'20\r\n',2021-09-18 12:40:32.357955,20
b'18\r\n',2021-09-18 12:40:32.357955,18
b'991\r\n',2021-09-18 12:40:32.357955,991
b'990\r\n',2021-09-18 12:40:32.358911,990
b'990\r\n',2021-09-18 12:40:32.358911,990
b'988\r\n',2021-09-18 12:40:32.358911,988
b'25\r\n',2021-09-18 12:40:32.358911,25
b'15\r\n',2021-09-18 12:40:32.358911,15
b'15\r\n',2021-09-18 12:40:32.358911,15
b'16\r\n',2021-09-18 12:40:32.359912,16
b'18\r\n',2021-09-18 12:40:32.361975,18
b'20\r\n',2021-09-18 12:40:32.361975,20
b'21\r\n',2021-09-18 12:40:32.361975,21
b'21\r\n',2021-09-18 12:40:32.362911,21
b'170\r\n',2021-09-18 12:40:32.362911,170
b'990\r\n',2021-09-18 12:40:32.362911,990
b'990\r\n',2021-09-18 12:40:32.362911,990
b'990\r\n',2021-09-18 12:40:32.362911,990
b'137\r\n',2021-09-18 12:40:32.362911,137
b'25\r\n',2021-09-18 12:40:32.363911,25
b'24\r\n',2021-09-18 12:40:32.363911,24
b'22\r\n',2021-09-18 12:40:32.365982,22
b'20\r\n',2021-09-18 12:40:32.365982,20
b'19\r\n',2021-09-18 12:40:32.365982,19
b'17\r\n',2021-09-18 12:40:32.366912,17
b'16\r\n',2021-09-18 12:40:32.366912,16
b'15\r\n',2021-09-18 12:40:32.366912,15
b'989\r\n',2021-09-18 12:40:32.366912,989
b'990\r\n',2021-09-18 12:40:32.366912,990
b'990\r\n',2021-09-18 12:40:32.366912,990
b'989\r\n',2021-09-18 12:40:32.367912,989
b'26\r\n',2021-09-18 12:40:32.367912,26
b'19\r\n',2021-09-18 12:40:32.369916,19
b'18\r\n',2021-09-18 12:40:32.369916,18
b'19\r\n',2021-09-18 12:40:32.369916,19
b'21\r\n',2021-09-18 12:40:32.370914,21
b'21\r\n',2021-09-18 12:40:32.370914,21
b'23\r\n',2021-09-18 12:40:32.370914,23
b'23\r\n',2021-09-18 12:40:32.370914,23
b'139\r\n',2021-09-18 12:40:32.370914,139
b'990\r\n',2021-09-18 12:40:32.370914,990
b'989\r\n',2021-09-18 12:40:32.371913,989
b'991\r\n',2021-09-18 12:40:32.371913,991
b'144\r\n',2021-09-18 12:40:32.373984,144
b'23\r\n',2021-09-18 12:40:32.373984,23
b'19\r\n',2021-09-18 12:40:32.374914,19
b'17\r\n',2021-09-18 12:40:32.374914,17
b'16\r\n',2021-09-18 12:40:32.374914,16
b'16\r\n',2021-09-18 12:40:32.374914,16
b'14\r\n',2021-09-18 12:40:32.374914,14
b'14\r\n',2021-09-18 12:40:32.374914,14
b'11\r\n',2021-09-18 12:40:32.374914,11
b'991\r\n',2021-09-18 12:40:32.375914,991
