Amplitude,Time
349,2021-09-14 14:28:04.386056
337,2021-09-14 14:28:04.390056
996,2021-09-14 14:28:04.398057
996,2021-09-14 14:28:04.402059
997,2021-09-14 14:28:04.407062
738,2021-09-14 14:28:04.410061
484,2021-09-14 14:28:04.418133
406,2021-09-14 14:28:04.423060
366,2021-09-14 14:28:04.427060
347,2021-09-14 14:28:04.435064
340,2021-09-14 14:28:04.439068
995,2021-09-14 14:28:04.443065
996,2021-09-14 14:28:04.447065
996,2021-09-14 14:28:04.455068
629,2021-09-14 14:28:04.460090
458,2021-09-14 14:28:04.464087
391,2021-09-14 14:28:04.468073
362,2021-09-14 14:28:04.475071
349,2021-09-14 14:28:04.480093
335,2021-09-14 14:28:04.484094
997,2021-09-14 14:28:04.492073
996,2021-09-14 14:28:04.496074
997,2021-09-14 14:28:04.501076
560,2021-09-14 14:28:04.504158
431,2021-09-14 14:28:04.512144
382,2021-09-14 14:28:04.517080
361,2021-09-14 14:28:04.521080
343,2021-09-14 14:28:04.525081
994,2021-09-14 14:28:04.533083
996,2021-09-14 14:28:04.537084
996,2021-09-14 14:28:04.541109
802,2021-09-14 14:28:04.545129
506,2021-09-14 14:28:04.554091
413,2021-09-14 14:28:04.558091
376,2021-09-14 14:28:04.562091
352,2021-09-14 14:28:04.570093
346,2021-09-14 14:28:04.574094
996,2021-09-14 14:28:04.578095
997,2021-09-14 14:28:04.582097
997,2021-09-14 14:28:04.590097
669,2021-09-14 14:28:04.594099
470,2021-09-14 14:28:04.599103
402,2021-09-14 14:28:04.603103
367,2021-09-14 14:28:04.611103
355,2021-09-14 14:28:04.615102
344,2021-09-14 14:28:04.619105
996,2021-09-14 14:28:04.627107
997,2021-09-14 14:28:04.632110
997,2021-09-14 14:28:04.636112
585,2021-09-14 14:28:04.640111
446,2021-09-14 14:28:04.648112
388,2021-09-14 14:28:04.652113
367,2021-09-14 14:28:04.656114
351,2021-09-14 14:28:04.660116
988,2021-09-14 14:28:04.668116
997,2021-09-14 14:28:04.672117
997,2021-09-14 14:28:04.677121
877,2021-09-14 14:28:04.684121
528,2021-09-14 14:28:04.688124
421,2021-09-14 14:28:04.693124
384,2021-09-14 14:28:04.697127
361,2021-09-14 14:28:04.705127
346,2021-09-14 14:28:04.709129
996,2021-09-14 14:28:04.713128
998,2021-09-14 14:28:04.718131
997,2021-09-14 14:28:04.725187
716,2021-09-14 14:28:04.730134
483,2021-09-14 14:28:04.734155
410,2021-09-14 14:28:04.738136
374,2021-09-14 14:28:04.746137
354,2021-09-14 14:28:04.750139
349,2021-09-14 14:28:04.754139
996,2021-09-14 14:28:04.762149
997,2021-09-14 14:28:04.767144
996,2021-09-14 14:28:04.771144
613,2021-09-14 14:28:04.775146
457,2021-09-14 14:28:04.783147
395,2021-09-14 14:28:04.787147
366,2021-09-14 14:28:04.791148
356,2021-09-14 14:28:04.795149
342,2021-09-14 14:28:04.803150
997,2021-09-14 14:28:04.808155
997,2021-09-14 14:28:04.812155
978,2021-09-14 14:28:04.820157
550,2021-09-14 14:28:04.824159
432,2021-09-14 14:28:04.828159
383,2021-09-14 14:28:04.832159
365,2021-09-14 14:28:04.840173
348,2021-09-14 14:28:04.844160
995,2021-09-14 14:28:04.848161
997,2021-09-14 14:28:04.852162
997,2021-09-14 14:28:04.861169
772,2021-09-14 14:28:04.865168
500,2021-09-14 14:28:04.869170
412,2021-09-14 14:28:04.877170
379,2021-09-14 14:28:04.882173
356,2021-09-14 14:28:04.885172
348,2021-09-14 14:28:04.889172
997,2021-09-14 14:28:04.897173
997,2021-09-14 14:28:04.901174
996,2021-09-14 14:28:04.906179
651,2021-09-14 14:28:04.910180
464,2021-09-14 14:28:04.918181
402,2021-09-14 14:28:04.922182
368,2021-09-14 14:28:04.926182
355,2021-09-14 14:28:04.934183
345,2021-09-14 14:28:04.938184
997,2021-09-14 14:28:04.942185
997,2021-09-14 14:28:04.947188
997,2021-09-14 14:28:04.955191
572,2021-09-14 14:28:04.959192
443,2021-09-14 14:28:04.963194
386,2021-09-14 14:28:04.967193
365,2021-09-14 14:28:04.975204
351,2021-09-14 14:28:04.979247
992,2021-09-14 14:28:04.984193
997,2021-09-14 14:28:04.988193
997,2021-09-14 14:28:04.996195
844,2021-09-14 14:28:05.000197
520,2021-09-14 14:28:05.004198
418,2021-09-14 14:28:05.012199
380,2021-09-14 14:28:05.016200
360,2021-09-14 14:28:05.021202
344,2021-09-14 14:28:05.024203
996,2021-09-14 14:28:05.033203
997,2021-09-14 14:28:05.037206
996,2021-09-14 14:28:05.041208
697,2021-09-14 14:28:05.045207
477,2021-09-14 14:28:05.053209
406,2021-09-14 14:28:05.057228
373,2021-09-14 14:28:05.061209
351,2021-09-14 14:28:05.069266
347,2021-09-14 14:28:05.074223
996,2021-09-14 14:28:05.078221
997,2021-09-14 14:28:05.082227
997,2021-09-14 14:28:05.090211
601,2021-09-14 14:28:05.094213
450,2021-09-14 14:28:05.098214
393,2021-09-14 14:28:05.103216
362,2021-09-14 14:28:05.110217
353,2021-09-14 14:28:05.114216
340,2021-09-14 14:28:05.119220
997,2021-09-14 14:28:05.127222
997,2021-09-14 14:28:05.131223
933,2021-09-14 14:28:05.135223
540,2021-09-14 14:28:05.139224
428,2021-09-14 14:28:05.147225
379,2021-09-14 14:28:05.151226
363,2021-09-14 14:28:05.155228
346,2021-09-14 14:28:05.160231
996,2021-09-14 14:28:05.168233
996,2021-09-14 14:28:05.172234
996,2021-09-14 14:28:05.176235
750,2021-09-14 14:28:05.180234
494,2021-09-14 14:28:05.189238
407,2021-09-14 14:28:05.199242
377,2021-09-14 14:28:05.201242
354,2021-09-14 14:28:05.204239
343,2021-09-14 14:28:05.209242
997,2021-09-14 14:28:05.213242
996,2021-09-14 14:28:05.217242
996,2021-09-14 14:28:05.225246
637,2021-09-14 14:28:05.229246
458,2021-09-14 14:28:05.234249
399,2021-09-14 14:28:05.237250
366,2021-09-14 14:28:05.246252
351,2021-09-14 14:28:05.250255
345,2021-09-14 14:28:05.254254
997,2021-09-14 14:28:05.262257
997,2021-09-14 14:28:05.266256
996,2021-09-14 14:28:05.270257
559,2021-09-14 14:28:05.275260
438,2021-09-14 14:28:05.282316
384,2021-09-14 14:28:05.287262
361,2021-09-14 14:28:05.291263
350,2021-09-14 14:28:05.295264
994,2021-09-14 14:28:05.303266
998,2021-09-14 14:28:05.307267
996,2021-09-14 14:28:05.311267
810,2021-09-14 14:28:05.319269
512,2021-09-14 14:28:05.324273
415,2021-09-14 14:28:05.328271
376,2021-09-14 14:28:05.332340
358,2021-09-14 14:28:05.339706
342,2021-09-14 14:28:05.344420
996,2021-09-14 14:28:05.348431
997,2021-09-14 14:28:05.352970
997,2021-09-14 14:28:05.360202
675,2021-09-14 14:28:05.365040
470,2021-09-14 14:28:05.368324
400,2021-09-14 14:28:05.373582
371,2021-09-14 14:28:05.380701
349,2021-09-14 14:28:05.384712
344,2021-09-14 14:28:05.389831
997,2021-09-14 14:28:05.397077
996,2021-09-14 14:28:05.401190
996,2021-09-14 14:28:05.405060
586,2021-09-14 14:28:05.410320
443,2021-09-14 14:28:05.417566
391,2021-09-14 14:28:05.422570
360,2021-09-14 14:28:05.426695
350,2021-09-14 14:28:05.430821
985,2021-09-14 14:28:05.438062
996,2021-09-14 14:28:05.442080
996,2021-09-14 14:28:05.447190
885,2021-09-14 14:28:05.454226
527,2021-09-14 14:28:05.459571
424,2021-09-14 14:28:05.463575
376,2021-09-14 14:28:05.467688
360,2021-09-14 14:28:05.475434
345,2021-09-14 14:28:05.479937
996,2021-09-14 14:28:05.483054
996,2021-09-14 14:28:05.488187
997,2021-09-14 14:28:05.495146
722,2021-09-14 14:28:05.500169
487,2021-09-14 14:28:05.504152
403,2021-09-14 14:28:05.511680
373,2021-09-14 14:28:05.516692
353,2021-09-14 14:28:05.520944
340,2021-09-14 14:28:05.524426
997,2021-09-14 14:28:05.532115
998,2021-09-14 14:28:05.536306
996,2021-09-14 14:28:05.541126
618,2021-09-14 14:28:05.545495
451,2021-09-14 14:28:05.552670
395,2021-09-14 14:28:05.557754
365,2021-09-14 14:28:05.561759
347,2021-09-14 14:28:05.565828
343,2021-09-14 14:28:05.574189
997,2021-09-14 14:28:05.578276
996,2021-09-14 14:28:05.582312
993,2021-09-14 14:28:05.589538
547,2021-09-14 14:28:05.593546
432,2021-09-14 14:28:05.598794
383,2021-09-14 14:28:05.602800
357,2021-09-14 14:28:05.609979
350,2021-09-14 14:28:05.614871
997,2021-09-14 14:28:05.618165
996,2021-09-14 14:28:05.623312
996,2021-09-14 14:28:05.630535
781,2021-09-14 14:28:05.634450
503,2021-09-14 14:28:05.639470
413,2021-09-14 14:28:05.646903
372,2021-09-14 14:28:05.652039
358,2021-09-14 14:28:05.655599
342,2021-09-14 14:28:05.660169
997,2021-09-14 14:28:05.667413
997,2021-09-14 14:28:05.672271
996,2021-09-14 14:28:05.676272
656,2021-09-14 14:28:05.680273
465,2021-09-14 14:28:05.688368
396,2021-09-14 14:28:05.692357
370,2021-09-14 14:28:05.696356
349,2021-09-14 14:28:05.704356
342,2021-09-14 14:28:05.708358
996,2021-09-14 14:28:05.712360
997,2021-09-14 14:28:05.716359
996,2021-09-14 14:28:05.724364
573,2021-09-14 14:28:05.728364
437,2021-09-14 14:28:05.733365
389,2021-09-14 14:28:05.737366
359,2021-09-14 14:28:05.745368
349,2021-09-14 14:28:05.750371
993,2021-09-14 14:28:05.753368
997,2021-09-14 14:28:05.758371
997,2021-09-14 14:28:05.766373
849,2021-09-14 14:28:05.770373
517,2021-09-14 14:28:05.774376
422,2021-09-14 14:28:05.782376
375,2021-09-14 14:28:05.786377
358,2021-09-14 14:28:05.790377
346,2021-09-14 14:28:05.795380
996,2021-09-14 14:28:05.802442
997,2021-09-14 14:28:05.807386
997,2021-09-14 14:28:05.811383
699,2021-09-14 14:28:05.815385
480,2021-09-14 14:28:05.824395
401,2021-09-14 14:28:05.827388
371,2021-09-14 14:28:05.831388
354,2021-09-14 14:28:05.839394
339,2021-09-14 14:28:05.844391
996,2021-09-14 14:28:05.848393
998,2021-09-14 14:28:05.852392
997,2021-09-14 14:28:05.860395
605,2021-09-14 14:28:05.864396
447,2021-09-14 14:28:05.868395
392,2021-09-14 14:28:05.872398
365,2021-09-14 14:28:05.880433
346,2021-09-14 14:28:05.884457
342,2021-09-14 14:28:05.889404
997,2021-09-14 14:28:05.897404
996,2021-09-14 14:28:05.901405
939,2021-09-14 14:28:05.905406
538,2021-09-14 14:28:05.909407
428,2021-09-14 14:28:05.917409
382,2021-09-14 14:28:05.921410
356,2021-09-14 14:28:05.926413
349,2021-09-14 14:28:05.930413
996,2021-09-14 14:28:05.938414
997,2021-09-14 14:28:05.942416
997,2021-09-14 14:28:05.946417
756,2021-09-14 14:28:05.950418
496,2021-09-14 14:28:05.958422
411,2021-09-14 14:28:05.962421
371,2021-09-14 14:28:05.966420
358,2021-09-14 14:28:05.974426
343,2021-09-14 14:28:05.978424
997,2021-09-14 14:28:05.983427
997,2021-09-14 14:28:05.987428
997,2021-09-14 14:28:05.995430
642,2021-09-14 14:28:05.999430
462,2021-09-14 14:28:06.004432
394,2021-09-14 14:28:06.007432
370,2021-09-14 14:28:06.015435
350,2021-09-14 14:28:06.019436
341,2021-09-14 14:28:06.024438
997,2021-09-14 14:28:06.032440
997,2021-09-14 14:28:06.036441
997,2021-09-14 14:28:06.040440
565,2021-09-14 14:28:06.044440
434,2021-09-14 14:28:06.052443
388,2021-09-14 14:28:06.056442
360,2021-09-14 14:28:06.060443
347,2021-09-14 14:28:06.064444
994,2021-09-14 14:28:06.073451
996,2021-09-14 14:28:06.077451
996,2021-09-14 14:28:06.081449
822,2021-09-14 14:28:06.089453
510,2021-09-14 14:28:06.093454
419,2021-09-14 14:28:06.097452
376,2021-09-14 14:28:06.101454
356,2021-09-14 14:28:06.109456
347,2021-09-14 14:28:06.113457
996,2021-09-14 14:28:06.118461
997,2021-09-14 14:28:06.122462
996,2021-09-14 14:28:06.130463
682,2021-09-14 14:28:06.134464
477,2021-09-14 14:28:06.138468
401,2021-09-14 14:28:06.143469
369,2021-09-14 14:28:06.151469
355,2021-09-14 14:28:06.155470
340,2021-09-14 14:28:06.159471
996,2021-09-14 14:28:06.167473
996,2021-09-14 14:28:06.171474
997,2021-09-14 14:28:06.175475
595,2021-09-14 14:28:06.179475
445,2021-09-14 14:28:06.187535
390,2021-09-14 14:28:06.192480
366,2021-09-14 14:28:06.196479
346,2021-09-14 14:28:06.200477
969,2021-09-14 14:28:06.208480
996,2021-09-14 14:28:06.212481
997,2021-09-14 14:28:06.216481
905,2021-09-14 14:28:06.225485
532,2021-09-14 14:28:06.228497
425,2021-09-14 14:28:06.233485
383,2021-09-14 14:28:06.237486
356,2021-09-14 14:28:06.245489
349,2021-09-14 14:28:06.249488
996,2021-09-14 14:28:06.253489
996,2021-09-14 14:28:06.257487
997,2021-09-14 14:28:06.265489
735,2021-09-14 14:28:06.269490
489,2021-09-14 14:28:06.274491
410,2021-09-14 14:28:06.281493
370,2021-09-14 14:28:06.286495
357,2021-09-14 14:28:06.290507
344,2021-09-14 14:28:06.294495
997,2021-09-14 14:28:06.302511
997,2021-09-14 14:28:06.307496
996,2021-09-14 14:28:06.311497
624,2021-09-14 14:28:06.314561
458,2021-09-14 14:28:06.323496
392,2021-09-14 14:28:06.327497
368,2021-09-14 14:28:06.331496
351,2021-09-14 14:28:06.335499
339,2021-09-14 14:28:06.343499
996,2021-09-14 14:28:06.358504
996,2021-09-14 14:28:06.359505
996,2021-09-14 14:28:06.361507
555,2021-09-14 14:28:06.363562
430,2021-09-14 14:28:06.368507
387,2021-09-14 14:28:06.372508
361,2021-09-14 14:28:06.380508
346,2021-09-14 14:28:06.385515
995,2021-09-14 14:28:06.388510
996,2021-09-14 14:28:06.393516
997,2021-09-14 14:28:06.400564
790,2021-09-14 14:28:06.404591
502,2021-09-14 14:28:06.409518
416,2021-09-14 14:28:06.417520
376,2021-09-14 14:28:06.421520
354,2021-09-14 14:28:06.425521
348,2021-09-14 14:28:06.429520
997,2021-09-14 14:28:06.437524
996,2021-09-14 14:28:06.441525
996,2021-09-14 14:28:06.446529
663,2021-09-14 14:28:06.450527
471,2021-09-14 14:28:06.458529
400,2021-09-14 14:28:06.462530
367,2021-09-14 14:28:06.466532
355,2021-09-14 14:28:06.474532
340,2021-09-14 14:28:06.479539
996,2021-09-14 14:28:06.482536
997,2021-09-14 14:28:06.487538
997,2021-09-14 14:28:06.494540
581,2021-09-14 14:28:06.499540
441,2021-09-14 14:28:06.503540
386,2021-09-14 14:28:06.507544
366,2021-09-14 14:28:06.515543
347,2021-09-14 14:28:06.519545
991,2021-09-14 14:28:06.523546
997,2021-09-14 14:28:06.531551
996,2021-09-14 14:28:06.536551
861,2021-09-14 14:28:06.540554
522,2021-09-14 14:28:06.544550
419,2021-09-14 14:28:06.552553
381,2021-09-14 14:28:06.557558
356,2021-09-14 14:28:06.560556
347,2021-09-14 14:28:06.564556
996,2021-09-14 14:28:06.572558
997,2021-09-14 14:28:06.577560
997,2021-09-14 14:28:06.581560
712,2021-09-14 14:28:06.585563
481,2021-09-14 14:28:06.593563
408,2021-09-14 14:28:06.597563
370,2021-09-14 14:28:06.601564
355,2021-09-14 14:28:06.609566
345,2021-09-14 14:28:06.613591
996,2021-09-14 14:28:06.618568
997,2021-09-14 14:28:06.622568
996,2021-09-14 14:28:06.630568
609,2021-09-14 14:28:06.634571
454,2021-09-14 14:28:06.638572
391,2021-09-14 14:28:06.642573
366,2021-09-14 14:28:06.650573
352,2021-09-14 14:28:06.654594
338,2021-09-14 14:28:06.659579
996,2021-09-14 14:28:06.666580
996,2021-09-14 14:28:06.671581
960,2021-09-14 14:28:06.675581
546,2021-09-14 14:28:06.679580
427,2021-09-14 14:28:06.687583
384,2021-09-14 14:28:06.691584
361,2021-09-14 14:28:06.695585
344,2021-09-14 14:28:06.699586
996,2021-09-14 14:28:06.707590
997,2021-09-14 14:28:06.712592
996,2021-09-14 14:28:06.716593
770,2021-09-14 14:28:06.724594
497,2021-09-14 14:28:06.728596
413,2021-09-14 14:28:06.732594
376,2021-09-14 14:28:06.736596
353,2021-09-14 14:28:06.744598
348,2021-09-14 14:28:06.748599
996,2021-09-14 14:28:06.753602
997,2021-09-14 14:28:06.757607
996,2021-09-14 14:28:06.765604
650,2021-09-14 14:28:06.769605
466,2021-09-14 14:28:06.774607
399,2021-09-14 14:28:06.777607
365,2021-09-14 14:28:06.785609
355,2021-09-14 14:28:06.790610
342,2021-09-14 14:28:06.793612
996,2021-09-14 14:28:06.801667
997,2021-09-14 14:28:06.807613
997,2021-09-14 14:28:06.810614
570,2021-09-14 14:28:06.814614
439,2021-09-14 14:28:06.822615
384,2021-09-14 14:28:06.826614
365,2021-09-14 14:28:06.830610
348,2021-09-14 14:28:06.834616
994,2021-09-14 14:28:06.842620
997,2021-09-14 14:28:06.847613
996,2021-09-14 14:28:06.851614
831,2021-09-14 14:28:06.859615
515,2021-09-14 14:28:06.863615
416,2021-09-14 14:28:06.867617
381,2021-09-14 14:28:06.871619
356,2021-09-14 14:28:06.880622
345,2021-09-14 14:28:06.884635
996,2021-09-14 14:28:06.888637
997,2021-09-14 14:28:06.892626
997,2021-09-14 14:28:06.900640
692,2021-09-14 14:28:06.904623
474,2021-09-14 14:28:06.908624
406,2021-09-14 14:28:06.916628
369,2021-09-14 14:28:06.921628
353,2021-09-14 14:28:06.924702
346,2021-09-14 14:28:06.929629
996,2021-09-14 14:28:06.937632
997,2021-09-14 14:28:06.941634
997,2021-09-14 14:28:06.945634
596,2021-09-14 14:28:06.949635
450,2021-09-14 14:28:06.957637
390,2021-09-14 14:28:06.961637
364,2021-09-14 14:28:06.965639
352,2021-09-14 14:28:06.970642
951,2021-09-14 14:28:06.978643
996,2021-09-14 14:28:06.982644
996,2021-09-14 14:28:06.986645
911,2021-09-14 14:28:06.994647
536,2021-09-14 14:28:06.998647
424,2021-09-14 14:28:07.003650
381,2021-09-14 14:28:07.007651
361,2021-09-14 14:28:07.014649
344,2021-09-14 14:28:07.019654
995,2021-09-14 14:28:07.023654
997,2021-09-14 14:28:07.027654
996,2021-09-14 14:28:07.035657
740,2021-09-14 14:28:07.039658
489,2021-09-14 14:28:07.043658
409,2021-09-14 14:28:07.051660
375,2021-09-14 14:28:07.055661
352,2021-09-14 14:28:07.060665
346,2021-09-14 14:28:07.064665
997,2021-09-14 14:28:07.072666
997,2021-09-14 14:28:07.076667
996,2021-09-14 14:28:07.080666
631,2021-09-14 14:28:07.084668
458,2021-09-14 14:28:07.092671
397,2021-09-14 14:28:07.096670
364,2021-09-14 14:28:07.101674
354,2021-09-14 14:28:07.109676
342,2021-09-14 14:28:07.113677
996,2021-09-14 14:28:07.117677
996,2021-09-14 14:28:07.121679
997,2021-09-14 14:28:07.129681
557,2021-09-14 14:28:07.133682
436,2021-09-14 14:28:07.137682
382,2021-09-14 14:28:07.142685
364,2021-09-14 14:28:07.149685
348,2021-09-14 14:28:07.154687
995,2021-09-14 14:28:07.158689
996,2021-09-14 14:28:07.162690
997,2021-09-14 14:28:07.170691
799,2021-09-14 14:28:07.174693
508,2021-09-14 14:28:07.178692
412,2021-09-14 14:28:07.186696
379,2021-09-14 14:28:07.191698
357,2021-09-14 14:28:07.195698
343,2021-09-14 14:28:07.199698
996,2021-09-14 14:28:07.207700
996,2021-09-14 14:28:07.211702
997,2021-09-14 14:28:07.215703
671,2021-09-14 14:28:07.219702
468,2021-09-14 14:28:07.244710
403,2021-09-14 14:28:07.248712
369,2021-09-14 14:28:07.254733
350,2021-09-14 14:28:07.258714
346,2021-09-14 14:28:07.259714
997,2021-09-14 14:28:07.261715
996,2021-09-14 14:28:07.294724
997,2021-09-14 14:28:07.296723
585,2021-09-14 14:28:07.297723
446,2021-09-14 14:28:07.298723
389,2021-09-14 14:28:07.300725
361,2021-09-14 14:28:07.308728
352,2021-09-14 14:28:07.310727
986,2021-09-14 14:28:07.311727
997,2021-09-14 14:28:07.313728
997,2021-09-14 14:28:07.315729
879,2021-09-14 14:28:07.319729
528,2021-09-14 14:28:07.327731
423,2021-09-14 14:28:07.345734
378,2021-09-14 14:28:07.351738
361,2021-09-14 14:28:07.353738
345,2021-09-14 14:28:07.355739
996,2021-09-14 14:28:07.358740
996,2021-09-14 14:28:07.360740
997,2021-09-14 14:28:07.362741
721,2021-09-14 14:28:07.381745
485,2021-09-14 14:28:07.391746
405,2021-09-14 14:28:07.416753
375,2021-09-14 14:28:07.422755
352,2021-09-14 14:28:07.425756
345,2021-09-14 14:28:07.426756
996,2021-09-14 14:28:07.428756
997,2021-09-14 14:28:07.430764
997,2021-09-14 14:28:07.433755
620,2021-09-14 14:28:07.434760
453,2021-09-14 14:28:07.437757
397,2021-09-14 14:28:07.438775
364,2021-09-14 14:28:07.440758
352,2021-09-14 14:28:07.442765
343,2021-09-14 14:28:07.443755
997,2021-09-14 14:28:07.445756
997,2021-09-14 14:28:07.446764
994,2021-09-14 14:28:07.447754
548,2021-09-14 14:28:07.449756
434,2021-09-14 14:28:07.457757
382,2021-09-14 14:28:07.461758
362,2021-09-14 14:28:07.465761
350,2021-09-14 14:28:07.469760
995,2021-09-14 14:28:07.477762
997,2021-09-14 14:28:07.481793
996,2021-09-14 14:28:07.486766
777,2021-09-14 14:28:07.494765
503,2021-09-14 14:28:07.498778
411,2021-09-14 14:28:07.502787
377,2021-09-14 14:28:07.506767
357,2021-09-14 14:28:07.514770
342,2021-09-14 14:28:07.518770
997,2021-09-14 14:28:07.523775
997,2021-09-14 14:28:07.527774
996,2021-09-14 14:28:07.535776
656,2021-09-14 14:28:07.539777
464,2021-09-14 14:28:07.543776
400,2021-09-14 14:28:07.547777
369,2021-09-14 14:28:07.555779
349,2021-09-14 14:28:07.559780
346,2021-09-14 14:28:07.564783
996,2021-09-14 14:28:07.572785
996,2021-09-14 14:28:07.576786
996,2021-09-14 14:28:07.580786
571,2021-09-14 14:28:07.584787
440,2021-09-14 14:28:07.592787
388,2021-09-14 14:28:07.596790
360,2021-09-14 14:28:07.600791
352,2021-09-14 14:28:07.604792
993,2021-09-14 14:28:07.612855
996,2021-09-14 14:28:07.617796
997,2021-09-14 14:28:07.620795
835,2021-09-14 14:28:07.629797
517,2021-09-14 14:28:07.633798
420,2021-09-14 14:28:07.637801
375,2021-09-14 14:28:07.641799
361,2021-09-14 14:28:07.651038
345,2021-09-14 14:28:07.659809
996,2021-09-14 14:28:07.660807
996,2021-09-14 14:28:07.661807
997,2021-09-14 14:28:07.670808
694,2021-09-14 14:28:07.674810
479,2021-09-14 14:28:07.678810
401,2021-09-14 14:28:07.686812
374,2021-09-14 14:28:07.690851
353,2021-09-14 14:28:07.695818
343,2021-09-14 14:28:07.699829
997,2021-09-14 14:28:07.707639
997,2021-09-14 14:28:07.711256
996,2021-09-14 14:28:07.715197
602,2021-09-14 14:28:07.720386
447,2021-09-14 14:28:07.727624
395,2021-09-14 14:28:07.731624
364,2021-09-14 14:28:07.736759
350,2021-09-14 14:28:07.740884
827,2021-09-14 14:28:07.747873
997,2021-09-14 14:28:07.752193
996,2021-09-14 14:28:07.757265
923,2021-09-14 14:28:07.764950
535,2021-09-14 14:28:07.768494
429,2021-09-14 14:28:07.773629
380,2021-09-14 14:28:07.777752
359,2021-09-14 14:28:07.784698
350,2021-09-14 14:28:07.790005
996,2021-09-14 14:28:07.794006
997,2021-09-14 14:28:07.798007
997,2021-09-14 14:28:07.806009
742,2021-09-14 14:28:07.810009
494,2021-09-14 14:28:07.814010
408,2021-09-14 14:28:07.822011
373,2021-09-14 14:28:07.826013
357,2021-09-14 14:28:07.830011
342,2021-09-14 14:28:07.834013
996,2021-09-14 14:28:07.842016
997,2021-09-14 14:28:07.847020
996,2021-09-14 14:28:07.851020
635,2021-09-14 14:28:07.855021
458,2021-09-14 14:28:07.863022
396,2021-09-14 14:28:07.867022
369,2021-09-14 14:28:07.871024
349,2021-09-14 14:28:07.880027
345,2021-09-14 14:28:07.884028
997,2021-09-14 14:28:07.888028
997,2021-09-14 14:28:07.892029
996,2021-09-14 14:28:07.900031
559,2021-09-14 14:28:07.904033
435,2021-09-14 14:28:07.908034
387,2021-09-14 14:28:07.912034
359,2021-09-14 14:28:07.920105
351,2021-09-14 14:28:07.925036
995,2021-09-14 14:28:07.929037
997,2021-09-14 14:28:07.937039
997,2021-09-14 14:28:07.941040
801,2021-09-14 14:28:07.945041
507,2021-09-14 14:28:07.949041
417,2021-09-14 14:28:07.957043
374,2021-09-14 14:28:07.961043
359,2021-09-14 14:28:07.965044
345,2021-09-14 14:28:07.969046
996,2021-09-14 14:28:07.978049
996,2021-09-14 14:28:07.982050
997,2021-09-14 14:28:07.986050
673,2021-09-14 14:28:07.990051
473,2021-09-14 14:28:07.998053
399,2021-09-14 14:28:08.002056
372,2021-09-14 14:28:08.007059
353,2021-09-14 14:28:08.015058
341,2021-09-14 14:28:08.019060
996,2021-09-14 14:28:08.023060
996,2021-09-14 14:28:08.027061
996,2021-09-14 14:28:08.035063
590,2021-09-14 14:28:08.039063
442,2021-09-14 14:28:08.043064
392,2021-09-14 14:28:08.048068
364,2021-09-14 14:28:08.055120
348,2021-09-14 14:28:08.060069
986,2021-09-14 14:28:08.064067
997,2021-09-14 14:28:08.072070
997,2021-09-14 14:28:08.076071
882,2021-09-14 14:28:08.080072
525,2021-09-14 14:28:08.084072
425,2021-09-14 14:28:08.092130
380,2021-09-14 14:28:08.097078
357,2021-09-14 14:28:08.101077
349,2021-09-14 14:28:08.105078
997,2021-09-14 14:28:08.113081
996,2021-09-14 14:28:08.117082
997,2021-09-14 14:28:08.121083
720,2021-09-14 14:28:08.129102
487,2021-09-14 14:28:08.133093
407,2021-09-14 14:28:08.138089
370,2021-09-14 14:28:08.142089
357,2021-09-14 14:28:08.150088
342,2021-09-14 14:28:08.154089
997,2021-09-14 14:28:08.158089
997,2021-09-14 14:28:08.162087
996,2021-09-14 14:28:08.170090
621,2021-09-14 14:28:08.174090
455,2021-09-14 14:28:08.179093
392,2021-09-14 14:28:08.183110
369,2021-09-14 14:28:08.191094
349,2021-09-14 14:28:08.195092
343,2021-09-14 14:28:08.199092
996,2021-09-14 14:28:08.207101
997,2021-09-14 14:28:08.211095
994,2021-09-14 14:28:08.215096
551,2021-09-14 14:28:08.220100
430,2021-09-14 14:28:08.227159
387,2021-09-14 14:28:08.232101
359,2021-09-14 14:28:08.236101
349,2021-09-14 14:28:08.240104
995,2021-09-14 14:28:08.248103
996,2021-09-14 14:28:08.252107
996,2021-09-14 14:28:08.257111
781,2021-09-14 14:28:08.265110
501,2021-09-14 14:28:08.269111
416,2021-09-14 14:28:08.273111
374,2021-09-14 14:28:08.277112
358,2021-09-14 14:28:08.285114
347,2021-09-14 14:28:08.289115
997,2021-09-14 14:28:08.293116
997,2021-09-14 14:28:08.297117
996,2021-09-14 14:28:08.305121
656,2021-09-14 14:28:08.309123
469,2021-09-14 14:28:08.313122
398,2021-09-14 14:28:08.322124
370,2021-09-14 14:28:08.326126
354,2021-09-14 14:28:08.330124
340,2021-09-14 14:28:08.334125
997,2021-09-14 14:28:08.342128
998,2021-09-14 14:28:08.347133
996,2021-09-14 14:28:08.351132
578,2021-09-14 14:28:08.355131
439,2021-09-14 14:28:08.363134
389,2021-09-14 14:28:08.367134
364,2021-09-14 14:28:08.371134
347,2021-09-14 14:28:08.375135
992,2021-09-14 14:28:08.383136
997,2021-09-14 14:28:08.387138
996,2021-09-14 14:28:08.391138
849,2021-09-14 14:28:08.399139
518,2021-09-14 14:28:08.404143
422,2021-09-14 14:28:08.408144
380,2021-09-14 14:28:08.412144
356,2021-09-14 14:28:08.420146
349,2021-09-14 14:28:08.424149
