Amplitude,Time
454,2021-09-14 14:27:55.678169
402,2021-09-14 14:27:55.682169
379,2021-09-14 14:27:55.686171
361,2021-09-14 14:27:55.690171
978,2021-09-14 14:27:55.698176
997,2021-09-14 14:27:55.702238
996,2021-09-14 14:27:55.707175
898,2021-09-14 14:27:55.711176
536,2021-09-14 14:27:55.719176
435,2021-09-14 14:27:55.723178
395,2021-09-14 14:27:55.727179
370,2021-09-14 14:27:55.735181
363,2021-09-14 14:27:55.739182
997,2021-09-14 14:27:55.743183
996,2021-09-14 14:27:55.748186
996,2021-09-14 14:27:55.756186
729,2021-09-14 14:27:55.760189
495,2021-09-14 14:27:55.764188
420,2021-09-14 14:27:55.768190
383,2021-09-14 14:27:55.776201
371,2021-09-14 14:27:55.780193
358,2021-09-14 14:27:55.785197
995,2021-09-14 14:27:55.789195
996,2021-09-14 14:27:55.797199
996,2021-09-14 14:27:55.801198
626,2021-09-14 14:27:55.805200
466,2021-09-14 14:27:55.813201
403,2021-09-14 14:27:55.817202
381,2021-09-14 14:27:55.821203
365,2021-09-14 14:27:55.825204
354,2021-09-14 14:27:55.833230
997,2021-09-14 14:27:55.838209
996,2021-09-14 14:27:55.842209
996,2021-09-14 14:27:55.846208
560,2021-09-14 14:27:55.854212
440,2021-09-14 14:27:55.858215
399,2021-09-14 14:27:55.862213
374,2021-09-14 14:27:55.870215
360,2021-09-14 14:27:55.874216
995,2021-09-14 14:27:55.879220
997,2021-09-14 14:27:55.883220
997,2021-09-14 14:27:55.891224
787,2021-09-14 14:27:55.895223
508,2021-09-14 14:27:55.899223
427,2021-09-14 14:27:55.903224
388,2021-09-14 14:27:55.911226
368,2021-09-14 14:27:55.915229
362,2021-09-14 14:27:55.920229
996,2021-09-14 14:27:55.928233
996,2021-09-14 14:27:55.932231
996,2021-09-14 14:27:55.936233
661,2021-09-14 14:27:55.941235
478,2021-09-14 14:27:55.948245
411,2021-09-14 14:27:55.952236
380,2021-09-14 14:27:55.956237
369,2021-09-14 14:27:55.960270
355,2021-09-14 14:27:55.968294
997,2021-09-14 14:27:55.973246
996,2021-09-14 14:27:55.977243
997,2021-09-14 14:27:55.981244
583,2021-09-14 14:27:55.989245
450,2021-09-14 14:27:55.993248
398,2021-09-14 14:27:55.998249
379,2021-09-14 14:27:56.005250
361,2021-09-14 14:27:56.010252
993,2021-09-14 14:27:56.014250
996,2021-09-14 14:27:56.018251
996,2021-09-14 14:27:56.026252
848,2021-09-14 14:27:56.030252
526,2021-09-14 14:27:56.034250
429,2021-09-14 14:27:56.038253
393,2021-09-14 14:27:56.046250
369,2021-09-14 14:27:56.050250
362,2021-09-14 14:27:56.054250
996,2021-09-14 14:27:56.063256
997,2021-09-14 14:27:56.067275
997,2021-09-14 14:27:56.071265
700,2021-09-14 14:27:56.075255
486,2021-09-14 14:27:56.083257
418,2021-09-14 14:27:56.087270
382,2021-09-14 14:27:56.092260
369,2021-09-14 14:27:56.096261
359,2021-09-14 14:27:56.103321
996,2021-09-14 14:27:56.108264
996,2021-09-14 14:27:56.112264
997,2021-09-14 14:27:56.120266
608,2021-09-14 14:27:56.124267
462,2021-09-14 14:27:56.129272
402,2021-09-14 14:27:56.132268
380,2021-09-14 14:27:56.141274
365,2021-09-14 14:27:56.145273
353,2021-09-14 14:27:56.149275
997,2021-09-14 14:27:56.153274
996,2021-09-14 14:27:56.161278
944,2021-09-14 14:27:56.165277
549,2021-09-14 14:27:56.169279
436,2021-09-14 14:27:56.173278
396,2021-09-14 14:27:56.181280
375,2021-09-14 14:27:56.186284
359,2021-09-14 14:27:56.190283
996,2021-09-14 14:27:56.198286
996,2021-09-14 14:27:56.202286
998,2021-09-14 14:27:56.206286
760,2021-09-14 14:27:56.210288
502,2021-09-14 14:27:56.218289
423,2021-09-14 14:27:56.222290
388,2021-09-14 14:27:56.226291
367,2021-09-14 14:27:56.231295
362,2021-09-14 14:27:56.239296
997,2021-09-14 14:27:56.243297
996,2021-09-14 14:27:56.247298
996,2021-09-14 14:27:56.255300
645,2021-09-14 14:27:56.259304
472,2021-09-14 14:27:56.263305
410,2021-09-14 14:27:56.268305
378,2021-09-14 14:27:56.276307
369,2021-09-14 14:27:56.280305
357,2021-09-14 14:27:56.284307
996,2021-09-14 14:27:56.288308
996,2021-09-14 14:27:56.296311
997,2021-09-14 14:27:56.300311
573,2021-09-14 14:27:56.304314
448,2021-09-14 14:27:56.313316
396,2021-09-14 14:27:56.317317
379,2021-09-14 14:27:56.321317
362,2021-09-14 14:27:56.325319
995,2021-09-14 14:27:56.333320
997,2021-09-14 14:27:56.337321
996,2021-09-14 14:27:56.341323
825,2021-09-14 14:27:56.346325
521,2021-09-14 14:27:56.353380
426,2021-09-14 14:27:56.357328
393,2021-09-14 14:27:56.362329
370,2021-09-14 14:27:56.366328
360,2021-09-14 14:27:56.374331
996,2021-09-14 14:27:56.378332
996,2021-09-14 14:27:56.382332
997,2021-09-14 14:27:56.390351
686,2021-09-14 14:27:56.394401
481,2021-09-14 14:27:56.399337
417,2021-09-14 14:27:56.403338
382,2021-09-14 14:27:56.411338
367,2021-09-14 14:27:56.415341
361,2021-09-14 14:27:56.419342
997,2021-09-14 14:27:56.423343
998,2021-09-14 14:27:56.431344
995,2021-09-14 14:27:56.436347
597,2021-09-14 14:27:56.440348
459,2021-09-14 14:27:56.448349
402,2021-09-14 14:27:56.452350
377,2021-09-14 14:27:56.456350
367,2021-09-14 14:27:56.460353
971,2021-09-14 14:27:56.468353
998,2021-09-14 14:27:56.472354
997,2021-09-14 14:27:56.476373
904,2021-09-14 14:27:56.480355
541,2021-09-14 14:27:56.488357
435,2021-09-14 14:27:56.493361
394,2021-09-14 14:27:56.497363
375,2021-09-14 14:27:56.505363
359,2021-09-14 14:27:56.509363
996,2021-09-14 14:27:56.513364
996,2021-09-14 14:27:56.517365
996,2021-09-14 14:27:56.525370
737,2021-09-14 14:27:56.529368
496,2021-09-14 14:27:56.534371
420,2021-09-14 14:27:56.538373
388,2021-09-14 14:27:56.546375
367,2021-09-14 14:27:56.550374
362,2021-09-14 14:27:56.554374
997,2021-09-14 14:27:56.558376
997,2021-09-14 14:27:56.566378
996,2021-09-14 14:27:56.571381
630,2021-09-14 14:27:56.575383
466,2021-09-14 14:27:56.582381
409,2021-09-14 14:27:56.587386
378,2021-09-14 14:27:56.591386
368,2021-09-14 14:27:56.595387
358,2021-09-14 14:27:56.603393
996,2021-09-14 14:27:56.608390
997,2021-09-14 14:27:56.611390
997,2021-09-14 14:27:56.616394
561,2021-09-14 14:27:56.624393
446,2021-09-14 14:27:56.628391
395,2021-09-14 14:27:56.632392
378,2021-09-14 14:27:56.640414
363,2021-09-14 14:27:56.644393
995,2021-09-14 14:27:56.648395
996,2021-09-14 14:27:56.653392
996,2021-09-14 14:27:56.661397
795,2021-09-14 14:27:56.665521
514,2021-09-14 14:27:56.669394
424,2021-09-14 14:27:56.673396
392,2021-09-14 14:27:56.681403
371,2021-09-14 14:27:56.685396
358,2021-09-14 14:27:56.689396
996,2021-09-14 14:27:56.697401
996,2021-09-14 14:27:56.701397
996,2021-09-14 14:27:56.706402
668,2021-09-14 14:27:56.709399
476,2021-09-14 14:27:56.718404
414,2021-09-14 14:27:56.722404
383,2021-09-14 14:27:56.726406
365,2021-09-14 14:27:56.730406
361,2021-09-14 14:27:56.739407
997,2021-09-14 14:27:56.742464
997,2021-09-14 14:27:56.747409
996,2021-09-14 14:27:56.754407
584,2021-09-14 14:27:56.759411
454,2021-09-14 14:27:56.763412
401,2021-09-14 14:27:56.767414
375,2021-09-14 14:27:56.775415
367,2021-09-14 14:27:56.779414
991,2021-09-14 14:27:56.784417
997,2021-09-14 14:27:56.788418
996,2021-09-14 14:27:56.795418
866,2021-09-14 14:27:56.800419
532,2021-09-14 14:27:56.804420
433,2021-09-14 14:27:56.808423
391,2021-09-14 14:27:56.816436
375,2021-09-14 14:27:56.820425
360,2021-09-14 14:27:56.825428
996,2021-09-14 14:27:56.833428
997,2021-09-14 14:27:56.837430
997,2021-09-14 14:27:56.841434
715,2021-09-14 14:27:56.845431
491,2021-09-14 14:27:56.853433
416,2021-09-14 14:27:56.857435
388,2021-09-14 14:27:56.861435
367,2021-09-14 14:27:56.866439
360,2021-09-14 14:27:56.874443
997,2021-09-14 14:27:56.878440
997,2021-09-14 14:27:56.882440
996,2021-09-14 14:27:56.890443
616,2021-09-14 14:27:56.894444
460,2021-09-14 14:27:56.898445
408,2021-09-14 14:27:56.902446
378,2021-09-14 14:27:56.910446
367,2021-09-14 14:27:56.914447
359,2021-09-14 14:27:56.919453
998,2021-09-14 14:27:56.923454
996,2021-09-14 14:27:56.931455
974,2021-09-14 14:27:56.935455
551,2021-09-14 14:27:56.939456
443,2021-09-14 14:27:56.947458
394,2021-09-14 14:27:56.951458
376,2021-09-14 14:27:56.956463
364,2021-09-14 14:27:56.960462
997,2021-09-14 14:27:56.968464
996,2021-09-14 14:27:56.972466
996,2021-09-14 14:27:56.976467
776,2021-09-14 14:27:56.980466
510,2021-09-14 14:27:56.988476
423,2021-09-14 14:27:56.993472
390,2021-09-14 14:27:56.996488
372,2021-09-14 14:27:57.000470
357,2021-09-14 14:27:57.008473
997,2021-09-14 14:27:57.013475
997,2021-09-14 14:27:57.017477
996,2021-09-14 14:27:57.025477
655,2021-09-14 14:27:57.029479
472,2021-09-14 14:27:57.033479
412,2021-09-14 14:27:57.037480
383,2021-09-14 14:27:57.045483
364,2021-09-14 14:27:57.050486
361,2021-09-14 14:27:57.054486
997,2021-09-14 14:27:57.058487
996,2021-09-14 14:27:57.066488
996,2021-09-14 14:27:57.070489
577,2021-09-14 14:27:57.074491
451,2021-09-14 14:27:57.082490
401,2021-09-14 14:27:57.086491
374,2021-09-14 14:27:57.091494
367,2021-09-14 14:27:57.095497
992,2021-09-14 14:27:57.103497
995,2021-09-14 14:27:57.107498
997,2021-09-14 14:27:57.111499
845,2021-09-14 14:27:57.115500
526,2021-09-14 14:27:57.124503
432,2021-09-14 14:27:57.127503
389,2021-09-14 14:27:57.132505
375,2021-09-14 14:27:57.139504
361,2021-09-14 14:27:57.144509
996,2021-09-14 14:27:57.148509
997,2021-09-14 14:27:57.152510
996,2021-09-14 14:27:57.160512
698,2021-09-14 14:27:57.164510
488,2021-09-14 14:27:57.168511
413,2021-09-14 14:27:57.172512
387,2021-09-14 14:27:57.180515
368,2021-09-14 14:27:57.185519
358,2021-09-14 14:27:57.189520
997,2021-09-14 14:27:57.193521
996,2021-09-14 14:27:57.201522
998,2021-09-14 14:27:57.205522
606,2021-09-14 14:27:57.209532
456,2021-09-14 14:27:57.218526
407,2021-09-14 14:27:57.222525
378,2021-09-14 14:27:57.226525
364,2021-09-14 14:27:57.230526
359,2021-09-14 14:27:57.238527
997,2021-09-14 14:27:57.242527
996,2021-09-14 14:27:57.246529
928,2021-09-14 14:27:57.250536
542,2021-09-14 14:27:57.258532
440,2021-09-14 14:27:57.262531
394,2021-09-14 14:27:57.266534
373,2021-09-14 14:27:57.275544
365,2021-09-14 14:27:57.279540
996,2021-09-14 14:27:57.283535
997,2021-09-14 14:27:57.287550
997,2021-09-14 14:27:57.295537
748,2021-09-14 14:27:57.299541
503,2021-09-14 14:27:57.303541
421,2021-09-14 14:27:57.307544
387,2021-09-14 14:27:57.315545
372,2021-09-14 14:27:57.320546
357,2021-09-14 14:27:57.324549
996,2021-09-14 14:27:57.332549
997,2021-09-14 14:27:57.336550
997,2021-09-14 14:27:57.340568
639,2021-09-14 14:27:57.345553
468,2021-09-14 14:27:57.352551
408,2021-09-14 14:27:57.357557
384,2021-09-14 14:27:57.361556
364,2021-09-14 14:27:57.365556
360,2021-09-14 14:27:57.373558
997,2021-09-14 14:27:57.377559
997,2021-09-14 14:27:57.382562
997,2021-09-14 14:27:57.386562
565,2021-09-14 14:27:57.394564
445,2021-09-14 14:27:57.398565
401,2021-09-14 14:27:57.402564
373,2021-09-14 14:27:57.410566
365,2021-09-14 14:27:57.415571
995,2021-09-14 14:27:57.418569
997,2021-09-14 14:27:57.422571
997,2021-09-14 14:27:57.431575
806,2021-09-14 14:27:57.434634
516,2021-09-14 14:27:57.439574
429,2021-09-14 14:27:57.443576
388,2021-09-14 14:27:57.451577
374,2021-09-14 14:27:57.455578
362,2021-09-14 14:27:57.459580
997,2021-09-14 14:27:57.467582
998,2021-09-14 14:27:57.472584
997,2021-09-14 14:27:57.475640
678,2021-09-14 14:27:57.480587
483,2021-09-14 14:27:57.488585
411,2021-09-14 14:27:57.492588
386,2021-09-14 14:27:57.496590
368,2021-09-14 14:27:57.500589
356,2021-09-14 14:27:57.508591
996,2021-09-14 14:27:57.513594
997,2021-09-14 14:27:57.517596
996,2021-09-14 14:27:57.525598
593,2021-09-14 14:27:57.529597
452,2021-09-14 14:27:57.533597
404,2021-09-14 14:27:57.537599
378,2021-09-14 14:27:57.545601
362,2021-09-14 14:27:57.549602
985,2021-09-14 14:27:57.554605
997,2021-09-14 14:27:57.558606
998,2021-09-14 14:27:57.565661
886,2021-09-14 14:27:57.570608
533,2021-09-14 14:27:57.574612
437,2021-09-14 14:27:57.578610
394,2021-09-14 14:27:57.586612
371,2021-09-14 14:27:57.591614
365,2021-09-14 14:27:57.594614
997,2021-09-14 14:27:57.602627
997,2021-09-14 14:27:57.607620
996,2021-09-14 14:27:57.611620
729,2021-09-14 14:27:57.615621
497,2021-09-14 14:27:57.623622
420,2021-09-14 14:27:57.627622
384,2021-09-14 14:27:57.631624
372,2021-09-14 14:27:57.635624
358,2021-09-14 14:27:57.643624
997,2021-09-14 14:27:57.647626
996,2021-09-14 14:27:57.651628
997,2021-09-14 14:27:57.659628
627,2021-09-14 14:27:57.664632
466,2021-09-14 14:27:57.668634
405,2021-09-14 14:27:57.672634
383,2021-09-14 14:27:57.680635
365,2021-09-14 14:27:57.684634
358,2021-09-14 14:27:57.688635
998,2021-09-14 14:27:57.692637
997,2021-09-14 14:27:57.700639
996,2021-09-14 14:27:57.705642
559,2021-09-14 14:27:57.709644
441,2021-09-14 14:27:57.717644
400,2021-09-14 14:27:57.721646
374,2021-09-14 14:27:57.725646
364,2021-09-14 14:27:57.729646
996,2021-09-14 14:27:57.737648
996,2021-09-14 14:27:57.742652
997,2021-09-14 14:27:57.745651
791,2021-09-14 14:27:57.750653
510,2021-09-14 14:27:57.758656
429,2021-09-14 14:27:57.762656
388,2021-09-14 14:27:57.766655
372,2021-09-14 14:27:57.770655
363,2021-09-14 14:27:57.778662
996,2021-09-14 14:27:57.782658
997,2021-09-14 14:27:57.787661
997,2021-09-14 14:27:57.795664
663,2021-09-14 14:27:57.799664
479,2021-09-14 14:27:57.803666
410,2021-09-14 14:27:57.807667
384,2021-09-14 14:27:57.815668
369,2021-09-14 14:27:57.819664
355,2021-09-14 14:27:57.823683
996,2021-09-14 14:27:57.828668
997,2021-09-14 14:27:57.836672
996,2021-09-14 14:27:57.840671
584,2021-09-14 14:27:57.844672
450,2021-09-14 14:27:57.852673
402,2021-09-14 14:27:57.856681
379,2021-09-14 14:27:57.860672
362,2021-09-14 14:27:57.864674
992,2021-09-14 14:27:57.872675
996,2021-09-14 14:27:57.877690
997,2021-09-14 14:27:57.881681
854,2021-09-14 14:27:57.885681
526,2021-09-14 14:27:57.893693
432,2021-09-14 14:27:57.897696
394,2021-09-14 14:27:57.901683
370,2021-09-14 14:27:57.909685
364,2021-09-14 14:27:57.913686
996,2021-09-14 14:27:57.918691
997,2021-09-14 14:27:57.922692
998,2021-09-14 14:27:57.930692
706,2021-09-14 14:27:57.934693
490,2021-09-14 14:27:57.938694
418,2021-09-14 14:27:57.943697
382,2021-09-14 14:27:57.950784
372,2021-09-14 14:27:57.954754
359,2021-09-14 14:27:57.959700
997,2021-09-14 14:27:57.963700
996,2021-09-14 14:27:57.971701
996,2021-09-14 14:27:57.975704
610,2021-09-14 14:27:57.979704
461,2021-09-14 14:27:57.987705
402,2021-09-14 14:27:57.991708
382,2021-09-14 14:27:57.995707
365,2021-09-14 14:27:58.000710
355,2021-09-14 14:27:58.008713
996,2021-09-14 14:27:58.012711
997,2021-09-14 14:27:58.016715
931,2021-09-14 14:27:58.020713
546,2021-09-14 14:27:58.028736
436,2021-09-14 14:27:58.032716
398,2021-09-14 14:27:58.037717
373,2021-09-14 14:27:58.045719
361,2021-09-14 14:27:58.049719
996,2021-09-14 14:27:58.053720
997,2021-09-14 14:27:58.057723
996,2021-09-14 14:27:58.065724
755,2021-09-14 14:27:58.070728
500,2021-09-14 14:27:58.073738
425,2021-09-14 14:27:58.078726
387,2021-09-14 14:27:58.085788
369,2021-09-14 14:27:58.090731
362,2021-09-14 14:27:58.094729
997,2021-09-14 14:27:58.102732
997,2021-09-14 14:27:58.107737
996,2021-09-14 14:27:58.111738
641,2021-09-14 14:27:58.114735
473,2021-09-14 14:27:58.122739
409,2021-09-14 14:27:58.127740
380,2021-09-14 14:27:58.131739
369,2021-09-14 14:27:58.135741
356,2021-09-14 14:27:58.143744
997,2021-09-14 14:27:58.147743
997,2021-09-14 14:27:58.151744
997,2021-09-14 14:27:58.156748
570,2021-09-14 14:27:58.164748
446,2021-09-14 14:27:58.168750
398,2021-09-14 14:27:58.172749
378,2021-09-14 14:27:58.180750
361,2021-09-14 14:27:58.184752
995,2021-09-14 14:27:58.188753
996,2021-09-14 14:27:58.192755
997,2021-09-14 14:27:58.200756
815,2021-09-14 14:27:58.205759
517,2021-09-14 14:27:58.208759
427,2021-09-14 14:27:58.213761
393,2021-09-14 14:27:58.221761
369,2021-09-14 14:27:58.225763
362,2021-09-14 14:27:58.229765
996,2021-09-14 14:27:58.237766
996,2021-09-14 14:27:58.241766
997,2021-09-14 14:27:58.245768
682,2021-09-14 14:27:58.250770
481,2021-09-14 14:27:58.257772
416,2021-09-14 14:27:58.262772
381,2021-09-14 14:27:58.266774
369,2021-09-14 14:27:58.270775
359,2021-09-14 14:27:58.278785
996,2021-09-14 14:27:58.282777
996,2021-09-14 14:27:58.287782
997,2021-09-14 14:27:58.294836
593,2021-09-14 14:27:58.299780
457,2021-09-14 14:27:58.303782
400,2021-09-14 14:27:58.307785
379,2021-09-14 14:27:58.315784
365,2021-09-14 14:27:58.319784
985,2021-09-14 14:27:58.323798
996,2021-09-14 14:27:58.327785
997,2021-09-14 14:27:58.335787
885,2021-09-14 14:27:58.340894
536,2021-09-14 14:27:58.344794
432,2021-09-14 14:27:58.352231
395,2021-09-14 14:27:58.356232
373,2021-09-14 14:27:58.360234
358,2021-09-14 14:27:58.365236
995,2021-09-14 14:27:58.372236
997,2021-09-14 14:27:58.377238
996,2021-09-14 14:27:58.381239
730,2021-09-14 14:27:58.385238
493,2021-09-14 14:27:58.393240
421,2021-09-14 14:27:58.397242
386,2021-09-14 14:27:58.401244
366,2021-09-14 14:27:58.406246
362,2021-09-14 14:27:58.414247
996,2021-09-14 14:27:58.418249
996,2021-09-14 14:27:58.422249
997,2021-09-14 14:27:58.430250
626,2021-09-14 14:27:58.434251
467,2021-09-14 14:27:58.438252
407,2021-09-14 14:27:58.442252
377,2021-09-14 14:27:58.451258
368,2021-09-14 14:27:58.455258
356,2021-09-14 14:27:58.459258
996,2021-09-14 14:27:58.463261
997,2021-09-14 14:27:58.471261
996,2021-09-14 14:27:58.475261
560,2021-09-14 14:27:58.479263
443,2021-09-14 14:27:58.487263
394,2021-09-14 14:27:58.492268
377,2021-09-14 14:27:58.496268
361,2021-09-14 14:27:58.500269
995,2021-09-14 14:27:58.508270
997,2021-09-14 14:27:58.512271
996,2021-09-14 14:27:58.516271
788,2021-09-14 14:27:58.520273
511,2021-09-14 14:27:58.528292
423,2021-09-14 14:27:58.533278
391,2021-09-14 14:27:58.536275
369,2021-09-14 14:27:58.545281
360,2021-09-14 14:27:58.549281
996,2021-09-14 14:27:58.553282
998,2021-09-14 14:27:58.557282
997,2021-09-14 14:27:58.565284
665,2021-09-14 14:27:58.569285
475,2021-09-14 14:27:58.574288
414,2021-09-14 14:27:58.578290
381,2021-09-14 14:27:58.586291
367,2021-09-14 14:27:58.590292
360,2021-09-14 14:27:58.594292
997,2021-09-14 14:27:58.598292
997,2021-09-14 14:27:58.606294
997,2021-09-14 14:27:58.610296
581,2021-09-14 14:27:58.614297
453,2021-09-14 14:27:58.622297
399,2021-09-14 14:27:58.627302
377,2021-09-14 14:27:58.631303
366,2021-09-14 14:27:58.635303
993,2021-09-14 14:27:58.643304
997,2021-09-14 14:27:58.647305
997,2021-09-14 14:27:58.651306
848,2021-09-14 14:27:58.655307
528,2021-09-14 14:27:58.663307
429,2021-09-14 14:27:58.668313
392,2021-09-14 14:27:58.672312
373,2021-09-14 14:27:58.680314
358,2021-09-14 14:27:58.684314
996,2021-09-14 14:27:58.688316
997,2021-09-14 14:27:58.692334
997,2021-09-14 14:27:58.700317
705,2021-09-14 14:27:58.705322
487,2021-09-14 14:27:58.709323
416,2021-09-14 14:27:58.713322
386,2021-09-14 14:27:58.721323
365,2021-09-14 14:27:58.725321
360,2021-09-14 14:27:58.729323
996,2021-09-14 14:27:58.737324
997,2021-09-14 14:27:58.741325
996,2021-09-14 14:27:58.745326
609,2021-09-14 14:27:58.749327
460,2021-09-14 14:27:58.758332
405,2021-09-14 14:27:58.762336
375,2021-09-14 14:27:58.766332
367,2021-09-14 14:27:58.770352
356,2021-09-14 14:27:58.778333
997,2021-09-14 14:27:58.782334
997,2021-09-14 14:27:58.787337
937,2021-09-14 14:27:58.790337
546,2021-09-14 14:27:58.799340
439,2021-09-14 14:27:58.802341
392,2021-09-14 14:27:58.807342
376,2021-09-14 14:27:58.815343
361,2021-09-14 14:27:58.819343
997,2021-09-14 14:27:58.823345
996,2021-09-14 14:27:58.827345
996,2021-09-14 14:27:58.835348
756,2021-09-14 14:27:58.840350
503,2021-09-14 14:27:58.843349
419,2021-09-14 14:27:58.848352
389,2021-09-14 14:27:58.856354
369,2021-09-14 14:27:58.860355
357,2021-09-14 14:27:58.864355
997,2021-09-14 14:27:58.872357
996,2021-09-14 14:27:58.876358
997,2021-09-14 14:27:58.880359
645,2021-09-14 14:27:58.885361
468,2021-09-14 14:27:58.893363
411,2021-09-14 14:27:58.897364
380,2021-09-14 14:27:58.901365
364,2021-09-14 14:27:58.905366
360,2021-09-14 14:27:58.913366
996,2021-09-14 14:27:58.917367
996,2021-09-14 14:27:58.921369
997,2021-09-14 14:27:58.929370
568,2021-09-14 14:27:58.934375
449,2021-09-14 14:27:58.938374
398,2021-09-14 14:27:58.942375
374,2021-09-14 14:27:58.950376
365,2021-09-14 14:27:58.954377
994,2021-09-14 14:27:58.958380
996,2021-09-14 14:27:58.962378
996,2021-09-14 14:27:58.970381
818,2021-09-14 14:27:58.975385
520,2021-09-14 14:27:58.979386
427,2021-09-14 14:27:58.983385
389,2021-09-14 14:27:58.991388
374,2021-09-14 14:27:58.995387
358,2021-09-14 14:27:58.999387
996,2021-09-14 14:27:59.007393
997,2021-09-14 14:27:59.012394
996,2021-09-14 14:27:59.016395
685,2021-09-14 14:27:59.020394
482,2021-09-14 14:27:59.028396
413,2021-09-14 14:27:59.032398
386,2021-09-14 14:27:59.036399
365,2021-09-14 14:27:59.040399
359,2021-09-14 14:27:59.048401
997,2021-09-14 14:27:59.053405
997,2021-09-14 14:27:59.057406
997,2021-09-14 14:27:59.065407
598,2021-09-14 14:27:59.069408
455,2021-09-14 14:27:59.073407
405,2021-09-14 14:27:59.077409
375,2021-09-14 14:27:59.085411
366,2021-09-14 14:27:59.089413
977,2021-09-14 14:27:59.094414
997,2021-09-14 14:27:59.098416
997,2021-09-14 14:27:59.106418
900,2021-09-14 14:27:59.110419
537,2021-09-14 14:27:59.114419
437,2021-09-14 14:27:59.122420
391,2021-09-14 14:27:59.126420
375,2021-09-14 14:27:59.130422
363,2021-09-14 14:27:59.135425
995,2021-09-14 14:27:59.142426
997,2021-09-14 14:27:59.147428
996,2021-09-14 14:27:59.151428
734,2021-09-14 14:27:59.155429
498,2021-09-14 14:27:59.163432
417,2021-09-14 14:27:59.167432
388,2021-09-14 14:27:59.171432
370,2021-09-14 14:27:59.175433
356,2021-09-14 14:27:59.183434
996,2021-09-14 14:27:59.188438
996,2021-09-14 14:27:59.192438
996,2021-09-14 14:27:59.200441
631,2021-09-14 14:27:59.204441
464,2021-09-14 14:27:59.208455
409,2021-09-14 14:27:59.212446
381,2021-09-14 14:27:59.220444
363,2021-09-14 14:27:59.225448
360,2021-09-14 14:27:59.228569
997,2021-09-14 14:27:59.233450
996,2021-09-14 14:27:59.241451
996,2021-09-14 14:27:59.245452
559,2021-09-14 14:27:59.249453
445,2021-09-14 14:27:59.257454
398,2021-09-14 14:27:59.261456
372,2021-09-14 14:27:59.265456
366,2021-09-14 14:27:59.270458
995,2021-09-14 14:27:59.278460
997,2021-09-14 14:27:59.282460
996,2021-09-14 14:27:59.286458
791,2021-09-14 14:27:59.291460
513,2021-09-14 14:27:59.298481
426,2021-09-14 14:27:59.302475
386,2021-09-14 14:27:59.307463
374,2021-09-14 14:27:59.315460
359,2021-09-14 14:27:59.319461
998,2021-09-14 14:27:59.323460
997,2021-09-14 14:27:59.327461
996,2021-09-14 14:27:59.335463
667,2021-09-14 14:27:59.339462
478,2021-09-14 14:27:59.344467
410,2021-09-14 14:27:59.348468
385,2021-09-14 14:27:59.355469
366,2021-09-14 14:27:59.360485
358,2021-09-14 14:27:59.364468
997,2021-09-14 14:27:59.368469
997,2021-09-14 14:27:59.376470
996,2021-09-14 14:27:59.380471
587,2021-09-14 14:27:59.384472
450,2021-09-14 14:27:59.392522
404,2021-09-14 14:27:59.396536
376,2021-09-14 14:27:59.401476
364,2021-09-14 14:27:59.405478
991,2021-09-14 14:27:59.413478
996,2021-09-14 14:27:59.417480
997,2021-09-14 14:27:59.421482
861,2021-09-14 14:27:59.426485
527,2021-09-14 14:27:59.433499
435,2021-09-14 14:27:59.438487
391,2021-09-14 14:27:59.442487
372,2021-09-14 14:27:59.450488
363,2021-09-14 14:27:59.454489
997,2021-09-14 14:27:59.458490
997,2021-09-14 14:27:59.462490
998,2021-09-14 14:27:59.470493
711,2021-09-14 14:27:59.474495
493,2021-09-14 14:27:59.479495
416,2021-09-14 14:27:59.483497
385,2021-09-14 14:27:59.490497
370,2021-09-14 14:27:59.495500
356,2021-09-14 14:27:59.499500
996,2021-09-14 14:27:59.507504
996,2021-09-14 14:27:59.511502
996,2021-09-14 14:27:59.515504
617,2021-09-14 14:27:59.519504
461,2021-09-14 14:27:59.527509
405,2021-09-14 14:27:59.532508
381,2021-09-14 14:27:59.536509
362,2021-09-14 14:27:59.540511
359,2021-09-14 14:27:59.548510
997,2021-09-14 14:27:59.552513
997,2021-09-14 14:27:59.556514
960,2021-09-14 14:27:59.561518
550,2021-09-14 14:27:59.569519
440,2021-09-14 14:27:59.573519
398,2021-09-14 14:27:59.577522
372,2021-09-14 14:27:59.585521
365,2021-09-14 14:27:59.589523
996,2021-09-14 14:27:59.593524
997,2021-09-14 14:27:59.597526
997,2021-09-14 14:27:59.605526
765,2021-09-14 14:27:59.609529
505,2021-09-14 14:27:59.613526
425,2021-09-14 14:27:59.618530
385,2021-09-14 14:27:59.626532
373,2021-09-14 14:27:59.630533
360,2021-09-14 14:27:59.634534
997,2021-09-14 14:27:59.642537
996,2021-09-14 14:27:59.646537
996,2021-09-14 14:27:59.650538
647,2021-09-14 14:27:59.655541
473,2021-09-14 14:27:59.663542
407,2021-09-14 14:27:59.667543
384,2021-09-14 14:27:59.671543
367,2021-09-14 14:27:59.675544
356,2021-09-14 14:27:59.683547
997,2021-09-14 14:27:59.687549
997,2021-09-14 14:27:59.691547
996,2021-09-14 14:27:59.699605
573,2021-09-14 14:27:59.704554
445,2021-09-14 14:27:59.708553
402,2021-09-14 14:27:59.712555
